nct_id,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,ucla_lead_sponsor,ucla_principal_investigator,ucla_study_chair,ucla_study_director,ucla_unspecified_official,ucla_responsible_party,registration_year,start_year,completion_year
NCT01540188,2016-02-16,2012-02-09,NA,Interventional,Phase 1/Phase 2,230,Completed,Development of a Family Intervention to Address Drug Use and HIV in Vietnam,2010-07-01T00:00:00Z,2012-04-01T00:00:00Z,2012-04-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2010,2012
NCT01561105,2012-03-26,2012-03-20,NA,Interventional,Not Applicable,1801,Completed,Improving Depression Care for Elders: Coordinating Center,1999-01-01T00:00:00Z,2004-06-01T00:00:00Z,2004-06-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,"University of California, Los Angeles",NA,NA,NA,NA,NA,2012,1999,2004
NCT01568606,2020-03-02,2011-08-15,2019-04-01,Interventional,Not Applicable,20,Completed,Safety of Body Composition Analysis in Heart Failure Patients With Implantable Cardioverter Defibrillators (ICDs),2011-01-01T00:00:00Z,2011-03-01T00:00:00Z,2011-03-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2011,2011,2011
NCT01573611,2014-12-02,2012-04-05,NA,Interventional,Phase 1,12,Completed,Impact of Grape Consumption on Brain Metabolism and Cognitive Function,2012-04-01T00:00:00Z,2014-11-01T00:00:00Z,2013-04-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2012,2014
NCT01573949,2020-08-20,2012-03-29,2020-08-20,Interventional,Not Applicable,7,Completed,A Pilot Study: Metformin Therapy in Heart Failure Patients With Early Diabetes or at High Risk of Developing Diabetes (Pre-Diabetes),2011-12-01T00:00:00Z,2012-12-01T00:00:00Z,2012-12-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2011,2012
NCT01578772,2014-12-02,2012-02-01,2014-09-04,Interventional,Phase 2,17,Completed,A Clinical Trial for People HIV+ Age > 50 at Risk for Heart Disease,2012-08-01T00:00:00Z,2013-03-01T00:00:00Z,2013-03-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2012,2013
NCT01581996,2017-05-08,2012-04-09,NA,Interventional,Not Applicable,9,Completed,Fosrenol and Phosphorus Balance - Lanthanum Carbonate,2012-03-01T00:00:00Z,2017-05-01T00:00:00Z,2017-05-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,NA,NA,NA,NA,2012,2012,2017
NCT01586988,2016-11-23,2011-07-01,NA,Interventional,Not Applicable,124,Completed,A Parenting and Self-Care Intervention for HIV Infected Mothers,2011-02-01T00:00:00Z,2013-03-01T00:00:00Z,2013-03-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Los Angeles",NA,NA,NA,NA,NA,2011,2011,2013
NCT01595308,2012-05-10,2012-04-04,NA,Interventional,Phase 1,12,Completed,A Pilot Study to Evaluate the Effect of Pomegranate Juice on Semen Parameters in Healthy Male Volunteers,2011-04-01T00:00:00Z,2012-05-01T00:00:00Z,2012-05-01T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,FALSE,NA,Institute of Urologic Oncology at UCLA,NA,NA,NA,NA,2012,2011,2012
NCT01599975,2012-05-14,2012-05-07,NA,Interventional,Phase 3,40,Unknown status,A Study Comparing Long-acting Methylphenidate (ConcertaTM) vs. Placebo in the Treatment of Memory Loss Due to HIV,2012-05-01T00:00:00Z,2014-09-01T00:00:00Z,2014-05-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Los Angeles",UCLA Center for AIDS Research and Educationi,NA,NA,NA,"University of California, Los Angeles",2012,2012,2014
NCT01602575,2018-05-07,2012-05-17,NA,Interventional,Not Applicable,119,Completed,Neuroimaging and Biomarkers in Chronic Visceral Pain,2013-01-01T00:00:00Z,2018-03-20T00:00:00Z,2016-03-20T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2013,2018
NCT01608295,2018-04-12,2012-05-25,2017-02-01,Interventional,Phase 4,65,Completed,Vilazodone for Treatment of Geriatric Depression,2012-07-01T00:00:00Z,2015-09-01T00:00:00Z,2015-09-01T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2012,2015
NCT01624519,2012-06-18,2012-06-18,NA,Interventional,Not Applicable,50,Unknown status,"Agreement Between Arterial, Central Venous, and Peripheral Venous Lactate in the Intensive Care Unit",2012-08-01T00:00:00Z,2013-08-01T00:00:00Z,2013-08-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,"University of California, Los Angeles",Olive View-UCLA,NA,NA,NA,"University of California, Los Angeles",2012,2012,2013
NCT01626313,2012-06-20,2012-06-20,NA,Interventional,Not Applicable,24,Unknown status,UCLA FOCUS Family Resiliency Training Research Study,2011-12-01T00:00:00Z,2013-11-01T00:00:00Z,2013-11-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2011,2013
NCT01627366,2016-07-29,2012-06-04,NA,Interventional,Not Applicable,500,Completed,Study of Survivorship Care Plans and Outcomes in Underserved Breast Cancer Survivors,2012-08-01T00:00:00Z,2015-07-01T00:00:00Z,2015-07-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2012,2012,2015
NCT01627548,2012-06-21,2012-06-21,NA,Interventional,Not Applicable,24,Unknown status,UCLA Couples Counseling for Combat Veterans,2012-01-01T00:00:00Z,2013-11-01T00:00:00Z,2013-11-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2012,2013
NCT01630434,2018-09-10,2012-06-25,NA,Interventional,Not Applicable,316,Completed,International Randomized Study of the TransMedics Organ Care System (OCS Lung) for Lung Preservation and Transplantation,2011-11-01T00:00:00Z,2016-04-01T00:00:00Z,2014-09-01T00:00:00Z,FALSE,Randomized,None (Open Label),INDUSTRY,TRUE,NA,NA,NA,"Ronald Reagan Medical Center, UCLA",NA,NA,2012,2011,2016
NCT01641146,2016-11-25,2012-07-05,NA,Interventional,Phase 2,118,Completed,An HIV Intervention for Black Men at Risk - The Enhanced Sexual Health Intervention for Men (ES-HIM),2008-12-01T00:00:00Z,2011-05-01T00:00:00Z,2010-09-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Los Angeles","University of California, Los Angeles (UCLA)",NA,NA,NA,NA,2012,2008,2011
NCT01641263,2020-09-27,2012-06-26,NA,Interventional,Not Applicable,308,Completed,Promoting Sleep and Healthy Aging Research Study (PRO-SHARE),2012-07-01T00:00:00Z,2018-07-01T00:00:00Z,2018-04-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2012,2018
NCT01642719,2019-07-17,2012-07-13,NA,Interventional,Phase 1,200,Completed,Chronic Moderate Sleep Restriction in Older Adults,2012-07-01T00:00:00Z,2018-12-01T00:00:00Z,2017-08-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2012,2018
NCT01650337,2013-06-02,2012-07-23,NA,Interventional,Not Applicable,212,Completed,mFit: The Mobile Fitness Project,2012-08-01T00:00:00Z,2013-05-01T00:00:00Z,2013-05-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2012,2013
NCT01657461,2017-04-07,2012-08-02,2016-11-15,Interventional,Not Applicable,196,Completed,Solitaire™ With the Intention For Thrombectomy as PRIMary Endovascular Treatment (SWIFT PRIME) Trial,2012-12-01T00:00:00Z,2015-01-01T00:00:00Z,2015-01-01T00:00:00Z,TRUE,Randomized,None (Open Label),INDUSTRY,FALSE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2012,2012,2015
NCT01671150,2014-06-16,2012-07-11,NA,Interventional,Early Phase 1,100,Completed,Inflammation-Induced Depressed Mood: The Role of Social Neurocognitive Mechanisms,2011-03-01T00:00:00Z,2013-08-01T00:00:00Z,2013-08-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2011,2013
NCT01671436,2021-01-11,2012-08-20,NA,Interventional,Not Applicable,13,Completed,Meditation for Depression,2012-09-01T00:00:00Z,2014-03-01T00:00:00Z,2013-11-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2012,2012,2014
NCT01672723,2015-12-10,2012-08-20,2015-05-29,Interventional,Not Applicable,34,Completed,Neuropharmacological Basis of Social Connection: The Role of Opioids,2012-10-01T00:00:00Z,2014-02-01T00:00:00Z,2014-02-01T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2012,2014
NCT01680718,2015-05-27,2012-08-31,NA,Interventional,Early Phase 1,160,Completed,Neuropeptides and Social Behavior,2012-10-01T00:00:00Z,2013-09-01T00:00:00Z,2013-09-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2012,2013
NCT01683643,2017-05-09,2012-09-05,NA,Interventional,Not Applicable,800,Completed,"Screening, Brief Intervention, and Referral to Treatment for Offenders",2012-04-01T00:00:00Z,2017-03-31T00:00:00Z,2017-03-31T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Los Angeles",UCLA Integrated Substance Abuse Programs,NA,UCLA Integrated Substance Abuse Programs,NA,"University of California, Los Angeles",2012,2012,2017
NCT01687140,2012-09-13,2012-09-13,NA,Interventional,Phase 2,26,Unknown status,The Use of D-Cycloserine to Augment CBT for Pediatric OCD,2012-07-01T00:00:00Z,2014-07-01T00:00:00Z,2014-07-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2012,2014
NCT01687634,2017-05-12,2012-09-07,NA,Interventional,Not Applicable,203,Completed,"Home Visiting for Low Income, Pregnant Women",2012-10-01T00:00:00Z,2016-07-01T00:00:00Z,2016-07-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2012,2016
NCT01694433,2019-04-18,2012-09-24,2019-03-15,Interventional,Phase 2/Phase 3,66,Completed,"""Clinical Trial to Determine the Efficacy of Vitamin D for Acne Therapy""",2013-02-01T00:00:00Z,2014-01-09T00:00:00Z,2014-01-09T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,"University of California, Los Angeles",UCLA Department of Medicine/Division of Dermatology and Nutrition,NA,NA,NA,"University of California, Los Angeles",2012,2013,2014
NCT01698047,2017-05-04,2012-09-26,NA,Interventional,Not Applicable,168,Completed,Building Resiliency and Increasing Community Hope,2012-10-01T00:00:00Z,2014-06-01T00:00:00Z,2014-03-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2012,2014
NCT01699178,2021-06-25,2012-09-05,2018-07-16,Interventional,Phase 3,182,Completed,"Open-label, Follow-up Study of Oral Testosterone Undecanoate in Hypogonadal Men",2012-08-01T00:00:00Z,2014-04-01T00:00:00Z,2014-04-01T00:00:00Z,TRUE,Randomized,None (Open Label),INDUSTRY,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2012,2012,2014
NCT01699789,2021-06-22,2012-09-27,2014-05-06,Interventional,Not Applicable,1246,Completed,Community Partners in Care is a Research Project Funded by the National Institutes of Health,2009-01-01T00:00:00Z,2016-05-31T00:00:00Z,2016-05-31T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,NA,"RAND Corporation, UCLA Semel Institute; Harbor-UCLA Medical Center, UCLA Semel Institute; UCLA Semel Institute",NA,NA,NA,NA,2012,2009,2016
NCT01701206,2017-05-01,2012-10-04,NA,Interventional,Not Applicable,558,Completed,HOPE (Harnessing Online Peer Education): Using Online Social Networks for HIV Prevention and Testing,2009-07-01T00:00:00Z,2015-07-01T00:00:00Z,2015-07-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,"University of California, Los Angeles",NA,NA,NA,NA,"University of California, Los Angeles",2012,2009,2015
NCT01705951,2012-10-11,2012-10-05,NA,Interventional,Not Applicable,100,Unknown status,Effect of Resistance Training on Tobacco-Related Cardiovascular Disease Risk,2011-04-01T00:00:00Z,2013-12-01T00:00:00Z,2013-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2011,2013
NCT01708122,2015-07-25,2012-03-30,2015-07-25,Interventional,Phase 4,71,Completed,Intranasal Fentanyl as an Analgesic for Cystoscopic Procedures,2009-05-01T00:00:00Z,2014-02-01T00:00:00Z,2013-03-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,"University of California, Los Angeles",NA,NA,NA,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,2012,2009,2014
NCT01708226,2017-01-13,2012-10-11,NA,Interventional,Phase 1,6,Completed,Attention Training for Childhood Obsessive Compulsive Disorder: An Open Case Series,2012-11-01T00:00:00Z,2016-08-01T00:00:00Z,2013-11-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2012,2016
NCT01714271,2012-10-24,2012-10-20,NA,Interventional,Phase 2,240,Unknown status,Promotora-based Latino Family CVD Risk Reduction,2010-10-01T00:00:00Z,2014-10-01T00:00:00Z,2014-10-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2010,2014
NCT01714310,2018-01-26,2012-10-20,2017-12-07,Interventional,Phase 2,34,Completed,Characterization and Sequential Pharmacotherapy of Severe Mood Dysregulation,2013-01-01T00:00:00Z,2016-06-01T00:00:00Z,2016-06-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2013,2016
NCT01717859,2019-05-06,2012-10-19,2018-07-09,Interventional,Phase 4,74,Completed,Musculoskeletal Ultrasound in Predicting Early Dose Titration With Tocilizumab,2014-09-01T00:00:00Z,2017-04-01T00:00:00Z,2017-04-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","UCLA David Geffen School of Medicine, Division of Rheumatology",NA,NA,NA,"University of California, Los Angeles",2012,2014,2017
NCT01720641,2014-08-04,2012-10-29,NA,Interventional,Not Applicable,370,Completed,Partner Notification Strategies for MSM in Peru,2012-08-01T00:00:00Z,2014-08-01T00:00:00Z,2014-08-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2012,2014
NCT01720654,2014-08-04,2012-10-29,NA,Interventional,Not Applicable,165,Completed,Expedited Partner Therapy for MSM in Peru,2012-08-01T00:00:00Z,2014-08-01T00:00:00Z,2014-08-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2012,2014
NCT01723410,2015-12-10,2012-11-01,NA,Interventional,Not Applicable,70,Completed,Neural and Physiological Responses to Real-World Experiences,2013-01-01T00:00:00Z,2015-01-01T00:00:00Z,2015-01-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2013,2015
NCT01724047,2014-09-22,2012-11-05,NA,Interventional,Not Applicable,250,Completed,Autism Intervention Research Network for Behavioral Health (AIR-B II): Deployment Into Elementary Schools,2012-11-01T00:00:00Z,2014-06-01T00:00:00Z,2014-06-01T00:00:00Z,FALSE,Randomized,Double,FED,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2012,2014
NCT01734850,2020-07-22,2012-11-19,2020-06-25,Interventional,Phase 1/Phase 2,13,Completed,Safety Study of a Dual Anti-HIV Gene Transfer Construct to Treat HIV-1 Infection,2013-04-01T00:00:00Z,2017-11-01T00:00:00Z,2017-09-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),INDUSTRY,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2012,2013,2017
NCT01737593,2016-08-30,2012-11-13,2015-06-11,Interventional,Phase 4,108,Terminated,Can Acetaminophen Given 1-2 Hours to Children Before Ear Tube Surgery Reduce Agitation After Anesthesia?,2012-11-01T00:00:00Z,2014-04-01T00:00:00Z,2014-04-01T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2012,2014
NCT01744951,2018-08-28,2012-11-28,NA,Interventional,Not Applicable,60,Unknown status,Adoption-specific Treatment Prevention Pilot Trial,2012-10-01T00:00:00Z,2018-12-01T00:00:00Z,2017-09-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2012,2018
NCT01749124,2017-05-16,2012-12-11,NA,Interventional,Not Applicable,160,Unknown status,My Coach Connect: An Automated Telephone-based Reporting System for Patients With Mental Illness,2012-12-01T00:00:00Z,2017-06-01T00:00:00Z,2017-06-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2012,2012,2017
NCT01751568,2021-11-03,2012-12-14,2020-11-24,Interventional,Phase 1/Phase 2,40,Completed,"Safety, Tolerance and Pharmacokinetics of Raltegravir-Containing Antiretroviral Therapy in Infants, Children Infected With HIV and TB",2014-11-12T00:00:00Z,2019-11-27T00:00:00Z,2019-11-27T00:00:00Z,TRUE,Non-Randomized,None (Open Label),NIH,TRUE,NA,NA,"University of California, Los Angeles",NA,NA,NA,2012,2014,2019
NCT01751698,2018-10-09,2012-12-14,NA,Interventional,Not Applicable,192,Completed,Adaptive Interventions for Minimally Verbal Children With ASD in the Community,2013-01-01T00:00:00Z,2017-12-01T00:00:00Z,2017-06-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2013,2017
NCT01755962,2020-11-12,2012-10-11,NA,Interventional,Not Applicable,88,Completed,Glycemic Load & Resistance Training on Endothelial Function & Insulin Sensitivity,2012-04-01T00:00:00Z,2017-12-14T00:00:00Z,2017-12-14T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,NA,2012,2012,2017
NCT01756651,2017-05-10,2012-12-20,NA,Interventional,Phase 1,20,Completed,Intranasal Fentanyl for Management of Pain Associated With Cystoscopic Procedures,2013-02-01T00:00:00Z,2016-05-10T00:00:00Z,2016-05-10T00:00:00Z,FALSE,Non-Randomized,Single,OTHER,FALSE,NA,"University of California, Los Angeles",NA,NA,NA,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,2012,2013,2016
NCT01760720,2017-07-24,2013-01-02,NA,Interventional,Not Applicable,2866,Completed,Methadone Maintenance Treatment (MMT) Care for HIV Prevention,2012-03-01T00:00:00Z,2015-12-01T00:00:00Z,2015-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Los Angeles",NA,NA,NA,NA,"University of California, Los Angeles",2013,2012,2015
NCT01762553,2016-02-16,2013-01-04,NA,Interventional,Not Applicable,1533,Completed,TEA for Families and Children: A Randomized Intervention Trial,2011-05-01T00:00:00Z,2015-06-01T00:00:00Z,2015-06-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","NPI-Center for Community Health, UCLA",NA,NA,NA,"University of California, Los Angeles",2013,2011,2015
NCT01763203,2019-11-24,2013-01-04,2019-08-31,Interventional,Not Applicable,487,Completed,The SUCCEED Trial of Secondary Stroke Prevention,2014-02-13T00:00:00Z,2019-02-11T00:00:00Z,2018-09-20T00:00:00Z,TRUE,Randomized,Single,OTHER,TRUE,"University of California, Los Angeles",NA,NA,NA,NA,"University of California, Los Angeles",2013,2014,2019
NCT01764308,2019-04-15,2013-01-07,NA,Interventional,Phase 3,31,Terminated,Effects of Omega-3 Fatty Acid Supplementation in Acne Patients,2013-01-01T00:00:00Z,2019-03-31T00:00:00Z,2019-03-31T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, Los Angeles",NA,UCLA Division of Dermatology,NA,NA,NA,2013,2013,2019
NCT01764698,2017-10-24,2012-12-17,NA,Interventional,Not Applicable,98,Completed,Delivery of Anxiety Disorder Treatment in Addictions Centers,2013-11-15T00:00:00Z,2016-11-15T00:00:00Z,2016-11-15T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,"University of California, Los Angeles",NA,NA,NA,NA,"University of California, Los Angeles",2012,2013,2016
NCT01778153,2016-11-23,2011-12-16,NA,Interventional,Not Applicable,43,Completed,Equinox Personal Coaching Versus Self-Directed Exercise,2012-01-01T00:00:00Z,2012-12-01T00:00:00Z,2012-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,NA,2011,2012,2012
NCT01778855,2017-03-01,2013-01-23,2017-01-11,Interventional,Phase 2/Phase 3,6,Terminated,Hypothermia in Acute Stroke With Thrombolysis Imaging Evaluation of Revascularization,2013-02-01T00:00:00Z,2015-08-01T00:00:00Z,2015-08-01T00:00:00Z,TRUE,Randomized,Single,OTHER,TRUE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2013,2013,2015
NCT01779089,2015-05-20,2013-01-28,NA,Interventional,Not Applicable,30,Unknown status,Minocycline and Proteinuria in Diabetic Nephropathy,2009-02-01T00:00:00Z,2016-03-01T00:00:00Z,2016-03-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,NA,NA,NA,NA,2013,2009,2016
NCT01781806,2018-04-04,2013-01-29,2017-08-24,Interventional,Phase 4,328,Completed,A Demonstration Project to Add Pre- or Post-exposure Prophylaxis to Combination HIV Prevention Services,2013-05-01T00:00:00Z,2016-05-01T00:00:00Z,2016-05-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,TRUE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2013,2013,2016
NCT01784263,2018-09-05,2012-03-23,NA,Interventional,Not Applicable,70,Completed,"Schema, Emotion, and Behavior Therapy for Children",2012-03-01T00:00:00Z,2017-09-01T00:00:00Z,2017-02-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Los Angeles",NA,NA,NA,NA,"University of California, Los Angeles",2012,2012,2017
NCT01799317,2013-02-22,2013-02-20,NA,Interventional,Phase 4,60,Unknown status,How Bone is Made in Children Receiving Dialysis,2009-03-01T00:00:00Z,2014-06-01T00:00:00Z,2014-06-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2013,2009,2014
NCT01808352,2016-01-20,2013-03-05,NA,Interventional,Phase 4,225,Completed,HPTN 073 Black Men Who Have Sex With Men (MSM) Pre-Exposure Prophylaxis (PrEP),2013-08-01T00:00:00Z,2015-09-01T00:00:00Z,2015-09-01T00:00:00Z,FALSE,NA,None (Open Label),NETWORK,TRUE,NA,UCLA Vice Street Clinic,NA,NA,NA,NA,2013,2013,2015
NCT01811693,2020-10-05,2013-03-06,2018-04-27,Interventional,Phase 2,4,Terminated,Field Administration of Stroke Therapy-Blood Pressure Lowering,2013-04-01T00:00:00Z,2013-12-09T00:00:00Z,2013-09-10T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,TRUE,"University of California, Los Angeles",NA,NA,NA,NA,"University of California, Los Angeles",2013,2013,2013
NCT01825694,2013-06-25,2012-07-18,NA,Interventional,Phase 1/Phase 2,50,Unknown status,An Integrated Treatment for Comorbid PTSD and Substance Abuse in Adolescents,2013-04-01T00:00:00Z,2015-05-01T00:00:00Z,2015-05-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2012,2013,2015
NCT01829282,2016-02-08,2013-04-08,NA,Interventional,Not Applicable,400,Unknown status,Eban II: Intervention for HIV Sero-Discordant Couples,2012-07-01T00:00:00Z,2017-06-01T00:00:00Z,2017-04-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Los Angeles","University of California, Los Angeles",NA,"University of California, Los Angeles",NA,"University of California, Los Angeles",2013,2012,2017
NCT01844414,2015-05-26,2013-03-21,NA,Interventional,Not Applicable,600,Completed,UCLA-Amity Parolee Health Promotion Study,2010-02-01T00:00:00Z,2015-05-01T00:00:00Z,2014-01-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2013,2010,2015
NCT01845883,2015-12-17,2013-04-23,NA,Interventional,Not Applicable,120,Unknown status,Perceptual Decision Making Under Conditions of Visual Uncertainty,2013-04-01T00:00:00Z,2016-12-01T00:00:00Z,2015-12-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Los Angeles",UCLA David Geffen School of Medicine,NA,NA,NA,"University of California, Los Angeles",2013,2013,2016
