nct_id,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,usc_lead_sponsor,usc_principal_investigator,usc_study_director,usc_study_chair,usc_unspecified_official,usc_responsible_party,registration_year,start_year,completion_year
NCT02270684,2017-04-01,2014-10-17,2016-05-10,Interventional,Not Applicable,4,Terminated,StepRite Evaluation,2015-05-01T00:00:00Z,2016-01-01T00:00:00Z,2016-01-01T00:00:00Z,TRUE,Randomized,Single,OTHER,TRUE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2014,2015,2016
NCT02273336,2021-11-16,2014-10-21,NA,Observational,NA,40,Completed,Comprehensive Genomic Analysis in Tissue and Blood Samples From Young Patients With Lung Cancer,2014-07-22T00:00:00Z,2020-09-08T00:00:00Z,2020-08-08T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,University of Southern California,University of Southern California,NA,NA,NA,NA,2014,2014,2020
NCT02291146,2014-11-11,2014-10-24,NA,Interventional,Not Applicable,421,Completed,LA Sprouts: The Impact of Gardening and Nutrition Education on Childhood Obesity in Latino Youth,2011-07-01T00:00:00Z,2013-12-01T00:00:00Z,2013-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2014,2011,2013
NCT02324062,2017-04-08,2014-12-14,NA,Observational,NA,1511,Completed,Cancer Genetics Hereditary Cancer Panel Testing,2014-06-12T00:00:00Z,2017-01-05T00:00:00Z,2017-01-05T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,University of Southern California,NA,NA,NA,NA,NA,2014,2014,2017
NCT02344745,2016-10-24,2015-01-07,2016-06-01,Interventional,Not Applicable,80,Completed,Lavender Aromatherapy for Anxiety During Urodynamics,2014-10-01T00:00:00Z,2015-08-01T00:00:00Z,2015-08-01T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2015,2014,2015
NCT02358135,2019-07-19,2015-01-06,2018-01-31,Interventional,Not Applicable,300,Completed,Collaborative Connected Health (CCH) for PCORI,2015-02-02T00:00:00Z,2017-08-20T00:00:00Z,2017-08-20T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,TRUE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2015,2015,2017
NCT02358915,2017-04-04,2015-01-29,NA,Interventional,Early Phase 1,10,Completed,A Two-step Training Paradigm for Voluntary Control of the Peri-auricular Muscles,2015-02-01T00:00:00Z,2016-08-31T00:00:00Z,2016-08-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2015,2015,2016
NCT02370264,2017-04-11,2015-02-17,NA,Interventional,Not Applicable,36,Terminated,Questionnaires in Identifying Upper Extremity Function and Quality of Life After Treatment in Patients With Breast Cancer,2012-10-01T00:00:00Z,2016-10-21T00:00:00Z,2015-09-02T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2015,2012,2016
NCT02370277,2019-06-17,2015-02-17,NA,Observational,NA,36,Completed,Effects of Chemotherapy on Intestinal Bacteria in Patients With Newly Diagnosed Breast Cancer,2014-12-16T00:00:00Z,2018-08-22T00:00:00Z,2016-06-15T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2015,2014,2018
NCT02370290,2016-03-01,2015-02-17,NA,Observational,NA,74,Completed,Quantitative Imaging Metrics From CECT in Measuring Disease Response or Progression in Patients With Kidney Cancer,2014-04-01T00:00:00Z,2016-02-01T00:00:00Z,2015-12-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2015,2014,2016
NCT02370342,2017-12-18,2015-02-17,NA,Interventional,Not Applicable,0,Withdrawn,Robot-Assisted Ultrasound for Thermal Ablative Therapy in Treating Patients With Small Kidney Masses Undergoing Surgery,2017-12-18T00:00:00Z,2019-12-18T00:00:00Z,2018-12-18T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,University of Southern California,University of Southern California,NA,NA,NA,NA,2015,2017,2019
NCT02370355,2017-04-13,2015-02-17,NA,Observational,NA,24,Terminated,Molecular Characterization of CTCs and ctDNA in Blood and Plasma Samples From Patients With Metastatic and/or Hormone-Resistant Prostate Cancer,2014-12-23T00:00:00Z,2016-06-08T00:00:00Z,2016-06-08T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2015,2014,2016
NCT02384473,2021-04-01,2015-01-16,NA,Interventional,Early Phase 1,25,"Active, not recruiting",Real-Time Contrast-Enhanced Ultrasonography and Shear Wave Elastography in Predicting Treatment Response in Patients With Soft Tissue Sarcoma,2014-12-24T00:00:00Z,2022-12-24T00:00:00Z,2021-12-24T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2015,2014,2022
NCT02399800,2018-02-12,2015-01-11,NA,Interventional,Not Applicable,1,Terminated,Celiac Plexus Block for Chronic Pancreatitis RCT,2014-12-01T00:00:00Z,2018-02-12T00:00:00Z,2018-02-12T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,University of Southern California,NA,NA,NA,NA,University of Southern California,2015,2014,2018
NCT02413853,2017-04-13,2015-04-07,NA,Interventional,Phase 2,0,Withdrawn,Combination Chemotherapy and Bevacizumab With or Without PRI-724 in Treating Patients With Newly Diagnosed Metastatic Colorectal Cancer,2015-11-01T00:00:00Z,2018-11-01T00:00:00Z,2017-11-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2015,2015,2018
NCT02430051,2021-05-07,2015-04-24,NA,Interventional,Not Applicable,220,"Active, not recruiting",Sensory Adapted Dental Environments to Enhance Oral Care for Children,2015-05-01T00:00:00Z,2022-04-30T00:00:00Z,2022-04-30T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2015,2015,2022
NCT02434393,2022-05-07,2014-12-24,NA,Observational,NA,133,"Active, not recruiting",Characterizing Cognitive Decline in Late Life Depression: The ADNI Depression Project,2015-03-04T00:00:00Z,2022-07-01T00:00:00Z,2022-07-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,University of Southern California,NA,NA,NA,NA,University of Southern California,2014,2015,2022
NCT02438852,2019-04-13,2015-05-06,NA,Interventional,Phase 3,0,Withdrawn,Continuous Infusion of Ropivacaine Hydrochloride in Reducing Pain After Surgery in Patients With Bladder Cancer,2019-02-25T00:00:00Z,2022-02-25T00:00:00Z,2021-02-25T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2015,2019,2022
NCT02439060,2021-10-04,2015-05-06,NA,Interventional,Not Applicable,110,"Active, not recruiting",PUBMIC (Prophylactic Use of Biologic Mesh in Ileal Conduit),2015-11-25T00:00:00Z,2023-11-25T00:00:00Z,2022-11-25T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2015,2015,2023
NCT02444234,2020-05-21,2015-05-06,2019-04-25,Interventional,Phase 4,11,Completed,Pharmacokinetics of Tedizolid Phosphate in Cystic Fibrosis,2015-07-01T00:00:00Z,2017-12-31T00:00:00Z,2017-12-31T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,University of Southern California,NA,NA,NA,NA,University of Southern California,2015,2015,2017
NCT02444585,2020-11-07,2015-05-11,NA,Interventional,Phase 1,0,Withdrawn,Longjohn Amgen Study - Effect of Denosumab...,2017-02-28T00:00:00Z,2019-12-01T00:00:00Z,2019-12-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2015,2017,2019
NCT02446366,2022-08-05,2015-04-10,NA,Interventional,Not Applicable,24,"Active, not recruiting",Hypofractionated Stereotactic Body Radiation Therapy for Patients With Prostate Cancer That Was Removed by Surgery,2015-05-12T00:00:00Z,2023-02-12T00:00:00Z,2020-02-26T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2015,2015,2023
NCT02454777,2021-04-01,2015-05-21,NA,Interventional,Not Applicable,31,Terminated,High-Intensity Interval Training for Stage I-III Breast Cancer Patients,2015-09-29T00:00:00Z,2019-07-15T00:00:00Z,2019-07-15T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2015,2015,2019
NCT02459847,2021-11-09,2014-11-07,NA,Interventional,Not Applicable,21,Completed,Mind-Body Training for Hand Rehabilitation,2014-08-01T00:00:00Z,2015-05-01T00:00:00Z,2015-05-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2014,2014,2015
NCT02459860,2019-04-23,2015-05-27,NA,Interventional,Not Applicable,259,Completed,Programa Esperanza (Project Hope): A Depression Program for Older Latinos With Chronic Medical Conditions,2015-01-01T00:00:00Z,2018-12-31T00:00:00Z,2018-01-23T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2015,2015,2018
NCT02459873,2017-04-14,2015-05-27,NA,Interventional,Not Applicable,20,Completed,Modeling and Testing Change in Mental Abilities in Childhood,2015-06-01T00:00:00Z,2016-08-31T00:00:00Z,2016-08-31T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2015,2015,2016
NCT02480075,2016-03-28,2015-06-15,NA,Observational,NA,2000,Unknown status,Observational Study Linking Genetic Variants With Clinical Outcomes in Pain Management,2015-11-01T00:00:00Z,2020-08-01T00:00:00Z,2020-06-01T00:00:00Z,FALSE,NA,NA,INDUSTRY,FALSE,NA,University of Southern California,NA,NA,NA,NA,2015,2015,2020
NCT02483377,2017-04-18,2015-06-24,NA,Observational,NA,13,Terminated,Patient Navigation and Tailored Treatment Planning in Latina Patients With Breast Cancer,2015-03-05T00:00:00Z,2017-02-07T00:00:00Z,2017-02-07T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2015,2015,2017
NCT02488720,2021-10-21,2015-06-30,NA,Observational,NA,500,"Active, not recruiting",Longitudinal Evaluation of Amyloid Risk and Neurodegeneration - the LEARN Study,2015-09-08T00:00:00Z,2022-07-01T00:00:00Z,2022-07-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,University of Southern California,NA,NA,NA,NA,University of Southern California,2015,2015,2022
NCT02494635,2019-07-03,2015-06-26,NA,Observational,NA,4,Terminated,Ultrasound and Biomarker Tests in Predicting Cancer Aggressiveness in Tissue Samples of Patients With Bladder Cancer,2015-09-16T00:00:00Z,2019-02-22T00:00:00Z,2019-02-22T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2015,2015,2019
NCT02494661,2017-03-09,2015-06-05,NA,Interventional,Not Applicable,218,Completed,Nutritional Video Intervention Using Mindfulness-based Principles,2014-10-01T00:00:00Z,2015-07-01T00:00:00Z,2015-07-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,TRUE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2015,2014,2015
NCT02495896,2022-08-05,2015-07-06,NA,Interventional,Phase 1,61,"Active, not recruiting",Recombinant EphB4-HSA Fusion Protein With Standard Chemotherapy Regimens in Treating Patients With Advanced or Metastatic Solid Tumors,2015-09-03T00:00:00Z,2024-09-03T00:00:00Z,2023-09-03T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,TRUE,University of Southern California,University of Southern California,NA,NA,NA,NA,2015,2015,2024
NCT02502019,2018-10-08,2015-07-16,2017-07-21,Interventional,Phase 1,27,Completed,HEMOBLAST Pilot Clinical Investigation,2015-08-01T00:00:00Z,2016-03-01T00:00:00Z,2016-03-01T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,TRUE,NA,University of Southern California,NA,NA,NA,NA,2015,2015,2016
NCT02504827,2018-10-29,2015-07-20,2018-09-04,Interventional,Phase 4,12,Completed,Steady-state Pharmacokinetics of Ceftazidime/Avibactam in Cystic Fibrosis,2015-09-01T00:00:00Z,2016-10-01T00:00:00Z,2016-10-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2015,2015,2016
NCT02513771,2018-05-18,2015-07-13,2017-11-06,Interventional,Phase 2,90,Completed,Sitagliptin for Reducing Inflammation and Immune Activation,2015-09-01T00:00:00Z,2017-01-10T00:00:00Z,2016-12-13T00:00:00Z,TRUE,Randomized,Double,NETWORK,TRUE,NA,NA,NA,University of Southern California,NA,NA,2015,2015,2017
NCT02514382,2022-08-05,2015-07-30,NA,Interventional,Phase 1,14,"Active, not recruiting","Wild-Type Reovirus, Bortezomib, and Dexamethasone in Treating Patients With Relapsed or Refractory Multiple Myeloma",2015-08-21T00:00:00Z,2024-08-21T00:00:00Z,2023-08-21T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2015,2015,2024
NCT02514408,2017-12-28,2015-07-30,NA,Observational,NA,0,Withdrawn,Circulating Tumor Cells in Operative Blood in Patients With Bladder Cancer,2018-02-05T00:00:00Z,2019-03-05T00:00:00Z,2019-02-05T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,University of Southern California,University of Southern California,NA,NA,NA,NA,2015,2018,2019
NCT02522936,2018-07-10,2015-08-12,NA,Interventional,Phase 4,0,Withdrawn,Use of Biotene Moisturizing Mouth Spray for Xerostomia Associated With Oral Oxybutynin Use,2018-08-01T00:00:00Z,2019-12-30T00:00:00Z,2019-07-31T00:00:00Z,FALSE,Randomized,Triple,OTHER,TRUE,University of Southern California,NA,NA,University of Southern California,NA,University of Southern California,2015,2018,2019
NCT02531321,2019-05-07,2015-08-19,2019-05-07,Interventional,Phase 4,17,Terminated,Protease Inhibitors and Combined Oral Contraceptive Pharmacokinetics and Pharmacodynamics,2015-08-01T00:00:00Z,2016-11-01T00:00:00Z,2016-11-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,University of Southern California,NA,NA,NA,NA,University of Southern California,2015,2015,2016
NCT02537548,2022-08-06,2015-08-29,NA,Interventional,Not Applicable,55,"Active, not recruiting",Retroperitoneal Lymph Node Dissection in Treating Patients With Testicular Seminoma,2015-08-28T00:00:00Z,2026-08-28T00:00:00Z,2025-08-28T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,University of Southern California,University of Southern California,NA,NA,NA,NA,2015,2015,2026
NCT02541903,2020-04-10,2015-08-24,2020-03-03,Interventional,Phase 2,8,Terminated,Trial Using Gilotrif for Advanced Penile Squamous Cell Carcinoma,2015-10-01T00:00:00Z,2020-04-01T00:00:00Z,2019-01-26T00:00:00Z,TRUE,NA,None (Open Label),OTHER,TRUE,NA,NA,NA,University of Southern California,NA,NA,2015,2015,2020
NCT02541929,2020-03-29,2015-09-02,NA,Interventional,Phase 2/Phase 3,31,Completed,Fish Oil Brain Delivery Study,2016-06-30T00:00:00Z,2019-09-30T00:00:00Z,2018-11-30T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,University of Southern California,NA,NA,NA,NA,University of Southern California,2015,2016,2019
NCT02545023,2019-10-21,2015-09-06,NA,Observational,NA,100,Completed,"Supportive Care Questionnaires in Gathering Data on Unmet Needs and Health-Related Quality of Life in Latina Breast Cancer Survivors After Surgery, Chemotherapy, or Radiation Therapy",2015-08-10T00:00:00Z,2018-11-26T00:00:00Z,2018-11-26T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2015,2015,2018
NCT02550119,2017-03-24,2015-09-13,NA,Interventional,Not Applicable,19,Terminated,Dolasetron Mesylate and Dexamethasone With or Without Aprepitant in Preventing Nausea and Vomiting in Patients Undergoing Oxaliplatin-Containing Chemotherapy for Gastrointestinal Malignancy,2006-04-19T00:00:00Z,2010-04-01T00:00:00Z,2010-04-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2015,2006,2010
NCT02554188,2019-10-28,2015-09-15,NA,Interventional,Phase 2,0,Withdrawn,Fasting-mimicking Diet and Immunosenescence,2019-05-01T00:00:00Z,2019-05-01T00:00:00Z,2019-05-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2015,2019,2019
NCT02563522,2019-08-12,2015-09-28,NA,Interventional,Phase 3,300,Unknown status,Safety and Efficacy Study of VM202 in the Treatment of Chronic Non-Healing Foot Ulcers,2017-01-01T00:00:00Z,2019-12-01T00:00:00Z,2019-06-01T00:00:00Z,FALSE,Randomized,Triple,INDUSTRY,TRUE,NA,Keck School of Medicine of University of Southern California,NA,NA,NA,NA,2015,2017,2019
NCT02572323,2022-07-06,2015-10-07,NA,Interventional,Phase 2,100,Recruiting,Phase II Trial of Tesamorelin for Cognition in Aging HIV-Infected Persons,2017-02-15T00:00:00Z,2023-05-01T00:00:00Z,2023-05-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,NA,University of Southern California,NA,NA,NA,NA,2015,2017,2023
NCT02576288,2019-07-12,2015-10-12,NA,Interventional,Phase 2,21,Completed,Sitagliptin Effects on Arterial Vasculature and Inflammation in Obesity,2016-01-01T00:00:00Z,2017-12-31T00:00:00Z,2017-12-31T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2015,2016,2017
NCT02578602,2015-10-14,2015-09-13,NA,Interventional,Phase 1,26,Completed,MRI With Gadoxetate Disodium in Measuring Tumors in Patients With Liver Cancer,2010-10-01T00:00:00Z,2015-06-01T00:00:00Z,2014-11-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2015,2010,2015
NCT02587663,2019-05-14,2015-09-13,NA,Interventional,Not Applicable,300,Completed,Extent of Breast Cancer and the Role of Pre-Operative Sonography and MRI,2005-11-20T00:00:00Z,2012-11-20T00:00:00Z,2011-11-20T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2015,2005,2012
NCT02587871,2018-11-07,2015-10-23,NA,Interventional,Phase 2,0,Withdrawn,Donor Cellular Therapy After Cytarabine in Treating Patients With Intermediate-Risk Acute Myeloid Leukemia in Remission,2018-12-12T00:00:00Z,2022-11-12T00:00:00Z,2020-11-12T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2015,2018,2022
NCT02587897,2021-11-09,2015-10-23,NA,Observational,NA,176,"Active, not recruiting",Musculoskeletal Health of the Upper Extremity in Emerging Health Professionals,2016-07-01T00:00:00Z,2025-07-01T00:00:00Z,2020-03-27T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2015,2016,2025
NCT02595749,2021-10-16,2015-10-30,2021-01-12,Interventional,Phase 4,83,Completed,Effects of Intranasal Oxytocin on Cigarette Smoking,2016-07-01T00:00:00Z,2019-07-01T00:00:00Z,2019-07-01T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2015,2016,2019
NCT02627196,2020-12-15,2015-12-07,NA,Interventional,Not Applicable,1200,"Active, not recruiting",Baroreflex Activation Therapy for Heart Failure,2016-04-19T00:00:00Z,2021-12-01T00:00:00Z,2021-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),INDUSTRY,TRUE,NA,University of Southern California,NA,NA,NA,NA,2015,2016,2021
NCT02650466,2019-07-16,2015-11-12,2019-04-29,Interventional,Not Applicable,24,Completed,Nanopulse Efficacy Study for the Treatment of Common Warts,2013-12-01T00:00:00Z,2016-09-26T00:00:00Z,2016-08-20T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2015,2013,2016
NCT02660645,2021-10-15,2016-01-06,NA,Observational,NA,4400,Recruiting,Blue Light Cystoscopy With Cysview® Registry,2014-04-01T00:00:00Z,2025-12-01T00:00:00Z,2025-12-01T00:00:00Z,FALSE,NA,NA,INDUSTRY,TRUE,NA,University of Southern California,NA,NA,NA,NA,2016,2014,2025
NCT02664064,2020-03-02,2016-01-21,NA,Interventional,Not Applicable,227,Completed,Evaluation of Prevent in Underserved Populations,2016-01-01T00:00:00Z,2018-05-01T00:00:00Z,2018-04-01T00:00:00Z,FALSE,Non-Randomized,Single,INDUSTRY,TRUE,NA,University of Southern California,NA,NA,NA,NA,2016,2016,2018
NCT02664883,2021-11-16,2016-01-22,NA,Observational,NA,63,Recruiting,Myeloid Derived Suppressor Cells Clinical Assay in Finding Kidney Cancer,2015-09-08T00:00:00Z,2023-09-08T00:00:00Z,2022-09-08T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2016,2015,2023
NCT02668601,2019-04-12,2015-05-11,NA,Observational,NA,240,Completed,Maternal GDM in Hispanic Youth: Risk for Obesity,2010-08-01T00:00:00Z,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2015,2010,2018
NCT02698735,2019-10-15,2016-02-19,2019-05-31,Interventional,Phase 1/Phase 2,5,Completed,Gentamicin Therapy for Recessive Dystrophic Epidermolysis Bullosa (RDEB) Nonsense Mutation Patients,2016-02-25T00:00:00Z,2017-06-30T00:00:00Z,2017-03-31T00:00:00Z,TRUE,Non-Randomized,Triple,OTHER,TRUE,University of Southern California,University of Southern California Department of Dermatology,NA,NA,NA,University of Southern California,2016,2016,2017
NCT02699853,2019-05-01,2016-03-01,NA,Interventional,Not Applicable,1,Terminated,Robotic or Open Radical Cystectomy in Treating Patients With Bladder Cancer,2016-04-12T00:00:00Z,2018-11-16T00:00:00Z,2018-11-16T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2016,2016,2018
NCT02717156,2022-06-13,2016-03-17,NA,Interventional,Phase 2,170,Recruiting,Multicohort Phase II Trial of sEphB4-HSA+Pembrolizumab in Solid Tumors,2016-11-21T00:00:00Z,2024-11-21T00:00:00Z,2023-11-21T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,University of Southern California,University of Southern California,NA,NA,NA,NA,2016,2016,2024
NCT02720445,2022-08-08,2016-03-22,NA,Interventional,Phase 2,380,Recruiting,Memory Improvement Through Nicotine Dosing (MIND) Study,2017-01-13T00:00:00Z,2023-07-01T00:00:00Z,2023-07-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,TRUE,University of Southern California,NA,NA,NA,NA,University of Southern California,2016,2017,2023
NCT02722538,2020-01-10,2016-02-25,NA,Interventional,Phase 1,22,Completed,Safety and Tolerability of GemRIS 225 mg in Subjects With Muscle-Invasive Bladder Cancer,2016-05-31T00:00:00Z,2019-05-02T00:00:00Z,2019-05-02T00:00:00Z,FALSE,Non-Randomized,None (Open Label),INDUSTRY,TRUE,NA,University of Southern California,NA,NA,NA,NA,2016,2016,2019
NCT02726906,2022-02-28,2016-03-28,NA,Interventional,Not Applicable,90,"Active, not recruiting",Lifestyle Enriching Activities for Research in Neuroscience Intervention Trial: LEARNit Study,2016-07-01T00:00:00Z,2022-04-01T00:00:00Z,2022-04-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,University of Southern California,NA,NA,NA,NA,University of Southern California,2016,2016,2022
NCT02734823,2021-11-16,2016-04-06,NA,Observational,NA,20,Recruiting,Long Term Effects of Tyrosine Kinase Inhibitor Therapy on Ovarian Reserve and Fertility in Patients With Chronic Myeloid Leukemia or Gastrointestinal Stromal Tumor,2016-03-01T00:00:00Z,2024-03-01T00:00:00Z,2023-03-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2016,2016,2024
NCT02735512,2022-08-05,2016-03-15,NA,Observational,NA,10,Terminated,MDSC Clinical Assay in Finding and Monitoring Cancer Cells in Blood and Urine Samples From Patients With or Without Localized or Metastatic Bladder Cancer,2016-03-01T00:00:00Z,2022-04-13T00:00:00Z,2022-04-13T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2016,2016,2022
NCT02738450,2021-09-21,2016-04-01,2021-07-06,Interventional,Phase 1,20,Completed,"Safety, Tolerability and Immunogenicity of ACI-24 Vaccine in Adults With Down Syndrome",2016-03-01T00:00:00Z,2020-06-01T00:00:00Z,2020-06-01T00:00:00Z,TRUE,Randomized,Quadruple,INDUSTRY,TRUE,NA,NA,"USC Keck School of Medicine of the University of Southern California, San Diego",NA,NA,NA,2016,2016,2020
NCT02750176,2018-10-23,2016-04-18,NA,Interventional,Early Phase 1,16,Completed,Rehabilitation: Closed-Chain Exercises for Rotator Cuff Tears,2016-04-01T00:00:00Z,2018-07-01T00:00:00Z,2018-07-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2016,2016,2018
NCT02767921,2021-11-15,2016-05-06,NA,Interventional,Phase 1,2,Terminated,"sEphB4-HSA Before Surgery in Treating Patients With Bladder Cancer, Prostate Cancer, or Kidney Cancer",2016-08-02T00:00:00Z,2021-11-15T00:00:00Z,2020-01-28T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2016,2016,2021
NCT02774954,2020-11-02,2016-05-13,NA,Interventional,Phase 3,972,Completed,Change the Cycle: An RCT to Prevent Injection Initiation,2016-06-01T00:00:00Z,2019-11-01T00:00:00Z,2018-11-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2016,2016,2019
NCT02789787,2021-10-04,2016-05-09,NA,Observational,NA,117,Completed,Clinical Effectiveness of Late Maxillary Protraction for Cleft Lip and Palate,2015-04-29T00:00:00Z,2021-05-31T00:00:00Z,2021-05-31T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,University of Southern California,NA,NA,NA,NA,University of Southern California,2016,2015,2021
NCT02790476,2019-02-06,2016-05-27,NA,Interventional,Not Applicable,805,Completed,Behavioral Insights to Encourage Judicious Prescribing of Opioids,2017-01-27T00:00:00Z,2018-02-27T00:00:00Z,2017-05-27T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2016,2017,2018
NCT02807155,2020-11-17,2016-06-15,NA,Interventional,Not Applicable,104,Completed,Let's Empower and Prepare Young Adults With Type 1 Diabetes,2009-10-01T00:00:00Z,2020-07-01T00:00:00Z,2020-01-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2016,2009,2020
