nct_id,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,ucdavis_lead_sponsor,ucdavis_principal_investigator,ucdavis_study_chair,ucdavis_study_director,ucdavis_unspecified_official,ucdavis_responsible_party,registration_year,start_year,completion_year
NCT02062853,2017-07-17,2013-11-26,NA,Interventional,Not Applicable,44,Completed,Continuous Quality Improvement (CQI) Pilot Study Evaluating the Utility of an Educational Video,2012-11-01T00:00:00Z,2016-06-01T00:00:00Z,2016-06-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2013,2012,2016
NCT02062866,2015-04-15,2013-11-01,NA,Interventional,Not Applicable,50,Completed,Evaluation of Purse-String Closure Vs Second Intention,2013-04-01T00:00:00Z,2015-02-01T00:00:00Z,2015-02-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2013,2013,2015
NCT02064036,2021-09-24,2014-01-22,NA,Interventional,Not Applicable,29,Recruiting,Stereotactic Boost and Long-Term Androgen Deprivation for Adenocarcinoma of the Prostate,2013-06-06T00:00:00Z,2022-11-23T00:00:00Z,2022-05-23T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2014,2013,2022
NCT02077998,2018-01-05,2014-02-28,NA,Interventional,Early Phase 1,1,Completed,Oxaliplatin in Treating Patients With Metastatic Breast Cancer,2015-05-01T00:00:00Z,2015-12-01T00:00:00Z,2015-05-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis",UC Davis Cancer Center,NA,NA,NA,NA,2014,2015,2015
NCT02078882,2020-03-28,2014-03-03,2020-01-27,Interventional,Phase 4,16,Completed,Study of Abatacept (Orencia) to Treat Primary Biliary Cirrhosis,2014-09-01T00:00:00Z,2018-10-01T00:00:00Z,2018-10-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,NA,"University of California, Davis",NA,NA,NA,"University of California, Davis",2014,2014,2018
NCT02084979,2019-06-10,2014-03-10,NA,Interventional,Not Applicable,185,Completed,A Controlled Trial of Patient Centered Telepsychiatry Interventions,2014-04-01T00:00:00Z,2019-04-29T00:00:00Z,2017-12-31T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Davis",Professor UC Davis,NA,NA,NA,NA,2014,2014,2019
NCT02086110,2019-05-31,2014-03-07,2019-05-31,Interventional,Not Applicable,11,Completed,Effect of Milk Oligosaccharides and Bifidobacteria on the Intestinal Microflora of Children With Autism,2014-06-06T00:00:00Z,2015-11-16T00:00:00Z,2015-11-16T00:00:00Z,TRUE,Randomized,Triple,OTHER,FALSE,"University of California, Davis",UC Davis MIND Institute,NA,NA,NA,NA,2014,2014,2015
NCT02088866,2017-05-24,2014-03-11,NA,Interventional,Early Phase 1,30,Completed,Commercial Lidocaine Patch as a Treatment for Ear-ringing,2014-03-01T00:00:00Z,2015-09-01T00:00:00Z,2015-08-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis",NA,NA,NA,NA,NA,2014,2014,2015
NCT02090517,2017-06-27,2013-12-04,NA,Interventional,Not Applicable,0,Withdrawn,Laser Therapy Versus Electrosurgery For Nasal Telangiectasias,2014-06-01T00:00:00Z,2016-02-01T00:00:00Z,2016-02-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2013,2014,2016
NCT02100358,2017-05-24,2014-03-20,NA,Observational,NA,17,Completed,Functional MRC With Eovist for Acute Cholecystitis,2013-02-01T00:00:00Z,2016-04-01T00:00:00Z,2016-04-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Davis",NA,NA,NA,NA,NA,2014,2013,2016
NCT02115789,2015-04-06,2014-04-14,NA,Observational,NA,876,Completed,Perceptions of Aesthetic Outcomes of Zigzag and Linear Scars,2012-06-01T00:00:00Z,2014-04-01T00:00:00Z,2013-06-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2014,2012,2014
NCT02116621,2018-04-27,2014-04-15,2018-02-27,Interventional,Not Applicable,215,Completed,N-of-1 Trials Using mHealth in Chronic Pain,2014-07-01T00:00:00Z,2017-05-01T00:00:00Z,2017-02-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2014,2014,2017
NCT02136498,2017-10-11,2014-05-09,2016-08-15,Interventional,Not Applicable,66,Completed,My Mobile Advice Program: A Randomized Pilot Feasibility Study,2014-10-01T00:00:00Z,2016-02-01T00:00:00Z,2016-02-01T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,NA,"University of California, Davis",NA,NA,NA,NA,2014,2014,2016
NCT02143011,2019-01-14,2014-05-16,NA,Interventional,Not Applicable,23,Completed,Stress and Sugar Synergy,2014-04-01T00:00:00Z,2016-12-01T00:00:00Z,2016-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,"University of California, Davis",NA,NA,2014,2014,2016
NCT02143024,2020-01-06,2013-06-19,2019-03-25,Interventional,Not Applicable,23,Completed,A Family-based Primary Care Intervention to Enhance Older Men's Depression Care,2015-11-01T00:00:00Z,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2013,2015,2016
NCT02153164,2017-08-10,2014-05-29,NA,Observational,NA,10,Completed,Effect of the Steep Trendelenburg Position on Respiratory Gas Heat Content,2014-05-01T00:00:00Z,2016-12-01T00:00:00Z,2015-07-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,"University of California, Davis",NA,NA,NA,NA,NA,2014,2014,2016
NCT02170298,2019-12-10,2014-06-11,2018-06-28,Interventional,Phase 4,6,Terminated,Lisdexamfetamine's Effect In ADHD in the Brain and Cognition,2014-02-01T00:00:00Z,2015-06-01T00:00:00Z,2015-06-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2014,2014,2015
NCT02179827,2020-12-15,2014-03-11,NA,Observational,NA,30,Not yet recruiting,Performance of Non-Invasive Monitors During ANH,2022-11-01T00:00:00Z,2024-11-01T00:00:00Z,2023-11-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Davis",NA,NA,NA,NA,NA,2014,2022,2024
NCT02180425,2017-05-25,2014-06-30,NA,Observational,NA,30,Completed,The Lipid Profile of the Skin Surface in Acne,2013-11-01T00:00:00Z,2015-07-01T00:00:00Z,2015-05-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,"University of California, Davis",UC Davis,NA,NA,NA,NA,2014,2013,2015
NCT02194049,2018-01-05,2014-07-10,NA,Interventional,Phase 1,3,Completed,"Cisplatin, Etoposide and PI3K Inhibitor BKM120 in Treating Patients With Advanced Solid Tumors or Small Cell Lung Cancer",2014-07-01T00:00:00Z,2016-06-01T00:00:00Z,2016-04-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2014,2014,2016
NCT02219269,2018-03-13,2014-08-11,NA,Observational,NA,97,Completed,A Complex Contraception Registry,2014-06-01T00:00:00Z,2015-06-01T00:00:00Z,2015-06-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,NA,UC Davis,NA,NA,NA,NA,2014,2014,2015
NCT02224976,2016-01-26,2014-08-21,NA,Interventional,Not Applicable,18,Completed,Effect of Intense Training on Ovarian Function and Bone Turnover,2014-01-01T00:00:00Z,2015-12-01T00:00:00Z,2015-12-01T00:00:00Z,FALSE,NA,None (Open Label),FED,FALSE,NA,"University of California, Davis",NA,NA,NA,NA,2014,2014,2015
NCT02229162,2017-05-24,2014-07-22,NA,Observational,NA,41,Completed,Delayed Umbilical Cord Clamping - C-section Pilot,2013-10-01T00:00:00Z,2014-11-01T00:00:00Z,2014-10-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2014,2013,2014
NCT02232191,2022-01-26,2014-09-02,NA,Interventional,Phase 2,90,Recruiting,Immunologic Response to Pneumococcal Polysaccharide Vaccine in Splenic Injury Patients,2014-12-01T00:00:00Z,2022-09-02T00:00:00Z,2022-09-01T00:00:00Z,FALSE,Non-Randomized,Single,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2014,2014,2022
NCT02238951,2018-11-15,2014-09-10,NA,Interventional,Not Applicable,60,Completed,Cancer Care Coordination for Chemotherapy Patients,2013-12-01T00:00:00Z,2017-10-01T00:00:00Z,2017-10-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Davis","University of California, Davis Betty Irene Moore School of Nursing",NA,NA,NA,NA,2014,2013,2017
NCT02240719,2019-01-02,2014-09-12,NA,Interventional,Phase 1,20,Completed,Everolimus and Bendamustine Hydrochloride in Treating Patients With Relapsed or Refractory Hematologic Cancer,2014-10-01T00:00:00Z,2018-04-09T00:00:00Z,2018-04-09T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2014,2014,2018
NCT02272192,2020-01-02,2014-10-20,NA,Interventional,Not Applicable,87,Completed,Intervention Effects of Intensity and Delivery Style for Toddlers With Autism,2013-03-01T00:00:00Z,2019-07-01T00:00:00Z,2019-07-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,"University of California, Davis",UC Davis MIND Institute,NA,NA,NA,NA,2014,2013,2019
NCT02281994,2021-10-25,2014-10-26,NA,Interventional,Not Applicable,24,Terminated,Odontoid Fracture Study Treated With Pulsed Electromagnetic Fields,2014-09-01T00:00:00Z,2019-09-01T00:00:00Z,2019-09-01T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,NA,UC Davis,NA,NA,NA,NA,2014,2014,2019
NCT02286999,2019-11-13,2014-10-23,NA,Interventional,Phase 1,0,Withdrawn,Probiotic Supplementation in Breastfed Newborn Infants,2015-10-01T00:00:00Z,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,NA,"University of California, Davis",NA,NA,NA,"University of California, Davis",2014,2015,2018
NCT02289859,2017-07-17,2014-11-10,NA,Interventional,Not Applicable,50,Completed,Undermining During Cutaneous Wound Closure,2014-05-01T00:00:00Z,2016-07-01T00:00:00Z,2016-04-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2014,2014,2016
NCT02293109,2020-05-26,2014-11-13,NA,Interventional,Phase 1,10,"Active, not recruiting",Carfilzomib and Hyper-CVAD in Treating Patients With Newly Diagnosed Acute Lymphoblastic Leukemia or Lymphoma,2015-12-01T00:00:00Z,2021-03-01T00:00:00Z,2020-11-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,NA,"University of California, Davis",NA,NA,NA,"University of California, Davis",2014,2015,2021
NCT02296528,2021-06-24,2014-11-05,NA,Interventional,Not Applicable,5,Recruiting,Safety and Efficacy of the Swallow Expansion Device (SED) for Improvement of Swallowing in Patients,2014-06-01T00:00:00Z,2022-04-01T00:00:00Z,2022-04-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,NA,"University of California, Davis",NA,NA,NA,"University of California, Davis",2014,2014,2022
NCT02306980,2017-07-21,2014-12-01,NA,Interventional,Not Applicable,12,Completed,Oral Administration of Colostrum to Premature Babies: Impact on the Oral Microbiota,2013-10-01T00:00:00Z,2016-06-01T00:00:00Z,2015-04-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis",UC Davis,NA,NA,NA,NA,2014,2013,2016
NCT02308709,2021-08-16,2014-11-03,NA,Interventional,Not Applicable,33,"Active, not recruiting",Novel Lung Functional Imaging for Personalized Radiotherapy,2014-09-15T00:00:00Z,2021-11-19T00:00:00Z,2020-11-19T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2014,2014,2021
NCT02318732,2021-11-29,2014-12-12,NA,Interventional,Not Applicable,20000,"Active, not recruiting",Evaluation of California's Armed and Prohibited Persons System,2015-02-01T00:00:00Z,2022-12-31T00:00:00Z,2016-06-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2014,2015,2022
NCT02319616,2019-08-07,2014-12-15,NA,Interventional,Phase 1/Phase 2,0,Withdrawn,Topical Clobetasol for the Treatment of Toxic Epidermal Necrolysis,2016-11-01T00:00:00Z,2019-02-06T00:00:00Z,2019-02-06T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2014,2016,2019
NCT02339168,2022-01-11,2015-01-12,NA,Interventional,Phase 1,24,"Active, not recruiting",Enzalutamide and Metformin Hydrochloride in Treating Patients With Hormone-Resistant Prostate Cancer,2016-06-22T00:00:00Z,2022-12-01T00:00:00Z,2022-09-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2015,2016,2022
NCT02348255,2018-01-05,2015-01-22,NA,Interventional,Phase 2,0,Withdrawn,NovoTTF-100A With Bevacizumab and Carmustine in Treating Patients With Glioblastoma Multiforme in First Relapse,2016-01-01T00:00:00Z,2017-01-01T00:00:00Z,2017-01-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2015,2016,2017
NCT02364609,2021-09-29,2015-02-10,NA,Interventional,Phase 1,11,Completed,Pembrolizumab and Afatinib in Patients With Non-small Cell Lung Cancer With Resistance to Erlotinib,2015-09-30T00:00:00Z,2020-05-01T00:00:00Z,2018-04-26T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2015,2015,2020
NCT02366806,2020-10-26,2015-02-06,NA,Observational,NA,72,Completed,Impact of Individualized Radiotherapy Plan Review in Patients Receiving Adjuvant Radiotherapy for Breast Cancer,2014-04-01T00:00:00Z,2017-04-07T00:00:00Z,2017-04-07T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Davis",UC Davis,NA,NA,NA,NA,2015,2014,2017
NCT02373254,2017-07-11,2015-02-09,NA,Interventional,Early Phase 1,1,Completed,NSAIDS Versus Opioids in Acute SER II Ankle Fractures,2015-01-01T00:00:00Z,2015-10-01T00:00:00Z,2015-10-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2015,2015,2015
NCT02383186,2017-07-17,2014-11-10,NA,Interventional,Not Applicable,50,Completed,Dermal Suturing Only Versus Layered Cutaneous Closure,2014-05-28T00:00:00Z,2016-04-01T00:00:00Z,2016-04-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2014,2014,2016
NCT02385799,2019-10-09,2015-02-09,2019-04-18,Interventional,Phase 2,58,Completed,A Trial of Sertraline in Young Children With Autism Spectrum Disorder,2015-04-01T00:00:00Z,2018-07-01T00:00:00Z,2018-07-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,FALSE,NA,UC Davis MIND Institute,NA,NA,NA,"University of California, Davis",2015,2015,2018
NCT02400814,2022-01-27,2015-01-22,NA,Interventional,Phase 1,27,"Active, not recruiting",MPDL3280A and Stereotactic Ablative Radiotherapy in Patients With Non-small Cell Lung Cancer,2015-12-03T00:00:00Z,2022-06-01T00:00:00Z,2021-09-29T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,NA,"University of California, Davis",NA,NA,NA,"University of California, Davis",2015,2015,2022
NCT02403739,2017-06-19,2015-03-19,NA,Observational,NA,50,Completed,Visual Interpretation of Neonatal Growth Charts,2015-03-01T00:00:00Z,2016-05-01T00:00:00Z,2015-11-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Davis",NA,NA,NA,NA,NA,2015,2015,2016
NCT02428647,2022-01-04,2015-02-09,NA,Interventional,Not Applicable,3433,Completed,Lao Zinc Study: Effects of Two Forms of Daily Preventive Zinc Versus Therapeutic Zinc Supplementation,2015-09-01T00:00:00Z,2017-07-01T00:00:00Z,2017-05-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2015,2015,2017
NCT02433535,2017-09-22,2015-04-29,NA,Interventional,Phase 2,0,Withdrawn,Trial of Simvastatin for the Treatment of Severe Asthma,2013-12-01T00:00:00Z,2017-08-22T00:00:00Z,2017-08-22T00:00:00Z,FALSE,Randomized,Triple,OTHER,FALSE,"University of California, Davis",NA,NA,NA,NA,NA,2015,2013,2017
NCT02437370,2022-01-24,2015-05-05,NA,Interventional,Phase 1,32,"Active, not recruiting",Pembrolizumab and Docetaxel or Gemcitabine Hydrochloride in Treating Patients Urothelial Cancer,2015-09-01T00:00:00Z,2022-07-01T00:00:00Z,2019-08-07T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2015,2015,2022
NCT02438878,2018-09-25,2015-05-06,NA,Interventional,Not Applicable,423,Completed,Supporting Baby Behavior Through Pediatric Offices,2015-03-01T00:00:00Z,2017-02-16T00:00:00Z,2016-12-07T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2015,2015,2017
NCT02445638,2019-01-22,2015-05-11,NA,Interventional,Not Applicable,20,Completed,"HDL Lipidomic, Proteomic and Functional Changes in Women After Eating Eggs",2015-05-01T00:00:00Z,2017-09-06T00:00:00Z,2017-09-06T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2015,2015,2017
NCT02447770,2017-05-26,2015-05-15,NA,Interventional,Not Applicable,37,Completed,"Effect of Long Term Cocoa Flavanol Intake on Blood Pressure and Platelet Function in Healthy Adults, Part 1",2012-05-01T00:00:00Z,2012-07-01T00:00:00Z,2012-07-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis",UC Davis,NA,NA,NA,NA,2015,2012,2012
NCT02447783,2017-05-24,2015-05-15,NA,Interventional,Not Applicable,75,Completed,"Effect of Long Term Cocoa Flavanol Intake on Blood Pressure and Platelet Function in Healthy Adults, Part 2",2012-06-01T00:00:00Z,2012-12-01T00:00:00Z,2012-12-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Davis",UC Davis,NA,NA,NA,NA,2015,2012,2012
NCT02457338,2021-08-09,2015-05-27,NA,Interventional,Not Applicable,120,"Active, not recruiting",Infant Microbiota and Probiotic Intake Study,2014-11-01T00:00:00Z,2027-06-07T00:00:00Z,2016-07-15T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2015,2014,2027
NCT02463253,2016-05-23,2015-04-22,NA,Observational,NA,20,Completed,Correlation of Molecular Biomarkers With Biopsy Findings and Outcomes in Renal Transplant Recipients,2015-04-01T00:00:00Z,2016-05-01T00:00:00Z,2016-05-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Davis","University of California, Davis Health Systems",NA,NA,NA,NA,2015,2015,2016
NCT02464111,2015-09-04,2015-04-22,NA,Interventional,Not Applicable,30,Completed,Short Term Response of Breast Milk Micronutrient Concentrations to a Lipid Based Nutrient Supplement in Guatemalan Women,2015-05-01T00:00:00Z,2015-08-01T00:00:00Z,2015-08-01T00:00:00Z,FALSE,Randomized,None (Open Label),FED,FALSE,NA,"USDA WHNRC, UC Davis",NA,NA,NA,NA,2015,2015,2015
NCT02477462,2019-06-10,2015-06-10,NA,Observational,NA,124,Completed,Identification of Inflammatory and Fibrotic Biomarkers in PBC and NAFLD Patients,2015-05-01T00:00:00Z,2019-06-06T00:00:00Z,2019-06-06T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2015,2015,2019
NCT02480244,2020-08-05,2015-06-09,NA,Interventional,Not Applicable,554,Completed,PASOS: Improving the Health of Immigrant Workers,2015-07-01T00:00:00Z,2018-10-02T00:00:00Z,2018-10-02T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2015,2015,2018
NCT02486146,2017-06-19,2015-06-19,NA,Observational,NA,789,Completed,GI Biorepository of Tissue and Bodily Fluids,2014-10-01T00:00:00Z,2017-04-01T00:00:00Z,2017-04-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2015,2014,2017
NCT02537093,2017-07-07,2015-08-25,NA,Interventional,Not Applicable,40,Completed,Pilot Study of Asynchronous and Synchronous Telepsychiatry for Skilled Nursing Facilities,2015-08-01T00:00:00Z,2017-05-01T00:00:00Z,2017-05-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Davis",NA,NA,NA,NA,NA,2015,2015,2017
NCT02542657,2021-11-15,2015-05-08,NA,Interventional,Phase 1/Phase 2,30,"Active, not recruiting","Ixazomib With Pomalidomide, Clarithromycin and Dexamethasone in Treating Patients With Multiple Myeloma",2015-10-01T00:00:00Z,2022-06-01T00:00:00Z,2022-01-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,NA,"University of California, Davis",NA,NA,NA,"University of California, Davis",2015,2015,2022
NCT02547077,2017-05-24,2015-09-09,NA,Interventional,Not Applicable,50,Completed,Use of 2-octylcyanoacrylate (Dermabond) Versus 5-0 Fast Absorbing Gut During Cutaneous Wound Closure,2015-07-01T00:00:00Z,2016-05-01T00:00:00Z,2015-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2015,2015,2016
NCT02548767,2021-09-14,2015-05-26,NA,Interventional,Not Applicable,36,Completed,Adverse Metabolic Effects of Dietary Sugar,2016-02-01T00:00:00Z,2020-03-13T00:00:00Z,2020-03-13T00:00:00Z,FALSE,Randomized,Double,OTHER,TRUE,"University of California, Davis","University of California, Davis",NA,"University of California, Davis",NA,NA,2015,2016,2020
NCT02550574,2017-06-19,2015-09-09,NA,Interventional,Not Applicable,50,Completed,Use of 2-octylcyanoacrylate With Full-thickness Skin Grafts,2015-08-01T00:00:00Z,2017-05-01T00:00:00Z,2016-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2015,2015,2017
NCT02553941,2022-01-11,2015-07-27,NA,Interventional,Phase 1,21,"Active, not recruiting",Ibrutinib and Azacitidine for Treatment of Higher Risk Myelodysplastic Syndrome,2016-04-01T00:00:00Z,2022-07-01T00:00:00Z,2019-05-25T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,NA,"University of California, Davis",NA,NA,NA,"University of California, Davis",2015,2016,2022
NCT02569723,2021-03-04,2015-07-27,2020-10-29,Interventional,Not Applicable,6,Completed,Oxaliplatin Microdosing Assay in Predicting Exposure and Sensitivity to Oxaliplatin-Based Chemotherapy,2015-10-16T00:00:00Z,2020-04-04T00:00:00Z,2018-04-20T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,NA,"University of California, Davis",NA,NA,NA,"University of California, Davis",2015,2015,2020
NCT02594644,2018-10-30,2015-10-31,2017-11-03,Interventional,Not Applicable,32,Completed,The Use of Microneedles to Expedite Treatment Time in Photodynamic Therapy,2014-11-06T00:00:00Z,2016-06-22T00:00:00Z,2016-06-22T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2015,2014,2016
NCT02594969,2017-05-25,2014-07-10,NA,Interventional,Not Applicable,20,Completed,The Effect of Diluted Sodium Hypochlorite Solution and Moisturizers on Skin Barrier Function in Atopic Dermatitis,2014-01-01T00:00:00Z,2015-05-01T00:00:00Z,2015-05-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Davis",UC Davis,NA,NA,NA,NA,2014,2014,2015
NCT02596438,2017-10-27,2015-10-19,NA,Observational,NA,1076,Completed,Thousand Asian American Study,2012-10-01T00:00:00Z,2017-09-30T00:00:00Z,2017-09-30T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Davis",UC Davis Comprehensive Cancer Center,NA,NA,NA,NA,2015,2012,2017
NCT02596750,2018-11-02,2015-10-31,2017-04-17,Interventional,Not Applicable,21,Completed,The Effect of Microneedle Pretreatment on Topical Anesthesia,2014-01-01T00:00:00Z,2015-06-01T00:00:00Z,2015-06-01T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,"University of California, Davis",UC Davis,NA,NA,NA,NA,2015,2014,2015
NCT02597777,2017-04-03,2015-10-31,NA,Interventional,Not Applicable,14,Completed,Topical Acetyl Hexapeptide-8 and the Cosmetic Appearance of Oily Skin,2016-01-01T00:00:00Z,2016-02-01T00:00:00Z,2016-02-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Davis","University of California, Davis, Dermatology",NA,NA,NA,NA,2015,2016,2016
NCT02599454,2022-01-27,2015-11-04,NA,Interventional,Phase 1,20,"Active, not recruiting",Atezolizumab and Stereotactic Body Radiation Therapy in Treating Patients With Non-small Cell Lung Cancer,2016-02-01T00:00:00Z,2022-06-01T00:00:00Z,2020-01-22T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,NA,"University of California, Davis",NA,NA,NA,"University of California, Davis",2015,2016,2022
NCT02601105,2021-05-02,2015-11-06,2017-03-30,Interventional,Not Applicable,15,Completed,Topical Centella Asiatica and the Cosmetic Appearance of Stretch Marks,2014-10-01T00:00:00Z,2015-11-01T00:00:00Z,2015-08-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,FALSE,"University of California, Davis",UC Davis Department of Dermatology,NA,NA,NA,NA,2015,2014,2015
NCT02603926,2018-11-13,2015-11-05,2018-10-17,Interventional,Phase 2,6,Completed,Treatment of Fragile-X Associated Tremor/Ataxia Syndrome (FXTAS) With Allopregnanolone,2015-10-01T00:00:00Z,2017-12-01T00:00:00Z,2016-12-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,NA,UC Davis MIND Institute,NA,NA,NA,"University of California, Davis",2015,2015,2017
NCT02620813,2021-08-04,2015-12-01,NA,Interventional,Early Phase 1,32,Completed,De Novo Lipogenesis of Sebaceous Glands in Acne,2015-10-01T00:00:00Z,2017-10-12T00:00:00Z,2017-10-12T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,TRUE,"University of California, Davis",NA,NA,NA,NA,NA,2015,2015,2017
