nct_id,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,uci_lead_sponsor,uci_principal_investigator,uci_study_director,uci_study_chair,uci_unspecified_official,uci_responsible_party,registration_year,start_year,completion_year
NCT01775709,2017-02-08,2013-01-14,NA,Interventional,Not Applicable,0,Withdrawn,Evaluation of a New Biocompatible Pressure Equalizing Tube,2012-07-01T00:00:00Z,2014-09-01T00:00:00Z,2014-09-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Irvine","Beckman Laser Institute, UCI",NA,NA,NA,"University of California, Irvine",2013,2012,2014
NCT01775722,2018-03-09,2013-01-14,2015-08-27,Interventional,Not Applicable,22,Completed,Combined Bipolar Radiofrequency&Pulsed Dye Laser Treatment,2012-12-01T00:00:00Z,2015-08-01T00:00:00Z,2015-08-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, Irvine","Beckman Laser Institute, UCI",NA,NA,NA,"University of California, Irvine",2013,2012,2015
NCT01780636,2021-10-05,2013-01-25,2018-02-05,Interventional,Phase 2/Phase 3,7,Terminated,Ultrasound and EMG Guided Botox Injection for the Treatment of Non-Relaxing Puborectalis Syndrome,2013-01-01T00:00:00Z,2014-07-01T00:00:00Z,2014-01-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,NA,"University of California, Irvine",NA,NA,NA,"University of California, Irvine",2013,2013,2014
NCT01810627,2017-09-22,2013-03-11,NA,Observational,NA,10,Completed,Application of Megavoltage Imaging to Reduce Artifact After Seed Implants,2013-09-01T00:00:00Z,2016-04-01T00:00:00Z,2016-04-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,NA,Lucille P. Markey Cancer Center at University of Kentucky,NA,NA,NA,NA,2013,2013,2016
NCT01841619,2015-07-14,2013-04-21,2014-12-08,Interventional,Early Phase 1,16,Completed,IVIg Efficacy Study to Treat Cutaneous Lupus Erythematosus,2013-03-01T00:00:00Z,2014-11-01T00:00:00Z,2014-11-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,TRUE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2013,2013,2014
NCT01849887,2016-01-20,2013-05-06,NA,Interventional,Phase 1/Phase 2,0,Withdrawn,Safety of Escalating Doses of Intravenous Bone Marrow-Derived Mesenchymal Stem Cells in Patients With a New Ischemic Stroke,2016-01-01T00:00:00Z,2016-01-01T00:00:00Z,2016-01-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,"University of California, Irvine",2013,2016,2016
NCT01876602,2018-05-14,2013-06-10,NA,Interventional,Not Applicable,140,Completed,Test of an Intervention to Increase Physical Activity Among School Children,2011-04-01T00:00:00Z,2017-03-01T00:00:00Z,2017-03-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2013,2011,2017
NCT01878747,2019-02-21,2013-02-08,NA,Interventional,Not Applicable,1471,Completed,Healthcare Provider Behavior and Children's Perioperative Distress,2011-06-01T00:00:00Z,2016-06-01T00:00:00Z,2016-06-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Irvine",NA,NA,NA,NA,"University of California, Irvine",2013,2011,2016
NCT01882985,2020-12-30,2013-06-18,2018-03-02,Interventional,Phase 2,14,Completed,"Docetaxel Plus Lycopene in Castration Resistant, Chemotherapy-Naïve Prostate Cancer Patients",2010-12-01T00:00:00Z,2016-10-01T00:00:00Z,2016-10-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2013,2010,2016
NCT01883752,2016-02-09,2012-03-07,NA,Interventional,Not Applicable,334,Completed,Goal Directed Fluid Management Based on Non-invasive Monitoring,2011-07-01T00:00:00Z,2013-10-01T00:00:00Z,2013-10-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,"University of California, Irvine",2012,2011,2013
NCT01903317,2015-10-07,2013-07-03,NA,Observational,NA,0,Withdrawn,Evaluation of Vitamin D Levels in Psoriasis Patients,2013-06-01T00:00:00Z,2015-07-01T00:00:00Z,2015-07-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2013,2013,2015
NCT01903330,2021-07-20,2013-06-26,NA,Interventional,Phase 2,84,"Active, not recruiting",ERC1671/GM-CSF/Cyclophosphamide for the Treatment of Glioblastoma Multiforme,2014-03-01T00:00:00Z,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,FALSE,Randomized,Double,OTHER,TRUE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2013,2014,2023
NCT01913457,2022-03-22,2013-07-25,NA,Observational,NA,230,Terminated,Measurements and Characterization of Doppler Signals From the Right Chest in Pediatric and Adult Patients,2013-07-01T00:00:00Z,2021-07-01T00:00:00Z,2021-07-01T00:00:00Z,FALSE,NA,NA,INDUSTRY,TRUE,NA,Stanford Hospital and Clinics and Lucile Packard Children's Hospital,NA,NA,NA,NA,2013,2013,2021
NCT01917968,2021-04-29,2013-07-18,2021-02-12,Interventional,Not Applicable,289,Completed,Uphold LITE Post-Market Surveillance Study,2013-10-10T00:00:00Z,2020-02-12T00:00:00Z,2020-02-12T00:00:00Z,TRUE,Non-Randomized,None (Open Label),INDUSTRY,TRUE,NA,"University of California, Irvine",NA,NA,NA,NA,2013,2013,2020
NCT01924273,2019-02-21,2013-07-17,NA,Interventional,Phase 1,7,Completed,Novel Treatment for Port Wine Stain Birthmarks,2013-06-01T00:00:00Z,2017-07-03T00:00:00Z,2017-07-03T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,"University of California, Irvine",2013,2013,2017
NCT01939483,2014-10-07,2013-09-06,NA,Interventional,Not Applicable,0,Withdrawn,A Pilot Study of Irinotecan in Patients With Breast Cancer and CNS Metastases,2012-12-01T00:00:00Z,2018-08-01T00:00:00Z,2017-08-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2013,2012,2018
NCT01941316,2017-11-03,2013-08-19,NA,Interventional,Phase 1/Phase 2,112,Unknown status,Study of Carfilzomib With Irinotecan in Irinotecan-Sensitive Malignancies and Small Cell Lung Cancer Patients,2013-11-01T00:00:00Z,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,FALSE,NA,None (Open Label),NETWORK,TRUE,NA,Lucille P. Markey Cancer Center at University of Kentucky,NA,NA,NA,NA,2013,2013,2018
NCT01952223,2021-10-05,2013-09-24,NA,Interventional,Phase 3,761,"Active, not recruiting",A Phase III of Cabazitaxel and Pelvic Radiotherapy in Localized Prostate Cancer and High-risk Features of Relapse,2013-12-01T00:00:00Z,2041-07-01T00:00:00Z,2025-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,NA,Institut de Cancérologie Lucien Neuwirth -ST Priest en Jarez,NA,NA,NA,NA,2013,2013,2041
NCT01979679,2013-11-01,2013-11-01,NA,Interventional,Phase 3,28,Completed,A D2 Receptor Occupancy and fMRI Study in Schizophrenic Subjects Treated With Lurasidone,2008-12-01T00:00:00Z,NA,2013-10-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,NA,2013,2008,NA
NCT01979848,2016-12-12,2013-11-01,NA,Observational,NA,3,Completed,MRI Temperature Mapping of the Prostate and Urogenital Pelvis Cooled by an Endorectal Balloon,2013-06-01T00:00:00Z,2015-11-01T00:00:00Z,2015-11-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2013,2013,2015
NCT01981902,2017-08-23,2013-08-13,NA,Observational,NA,0,Withdrawn,Non-Invasive Optical Spectroscopic Methods for Dehydration Identification in Marathon Trainees,2013-08-01T00:00:00Z,2018-08-01T00:00:00Z,2018-08-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,"University of California, Irvine",2013,2013,2018
NCT01982357,2021-04-01,2013-11-05,NA,Observational,NA,32,Completed,Measurement of Neonatal Microvascular Hemodynamics Using Non-invasive Optical Technologies,2013-07-17T00:00:00Z,2015-06-30T00:00:00Z,2015-06-30T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine","Beckman Laser Institute, UCI","Beckman Laser Institute, UCI",NA,NA,"University of California, Irvine",2013,2013,2015
NCT02006485,2019-11-04,2013-12-05,NA,Interventional,Phase 1,160,Completed,Ublituximab in Combination With TGR-1202 +/- Ibrutinib or Bendamustine in Patients With B-cell Malignancies,2013-12-13T00:00:00Z,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),INDUSTRY,TRUE,NA,NA,NA,University of California Irvine Cancer Center,NA,NA,2013,2013,2019
NCT02020863,2016-04-20,2013-12-19,2016-03-08,Interventional,Not Applicable,40,Completed,Closed-Loop Fluid Administration System Using Hemodynamic Monitors,2012-11-01T00:00:00Z,2014-05-01T00:00:00Z,2014-05-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2013,2012,2014
NCT02025894,2017-03-06,2013-12-31,NA,Observational,NA,3032,Completed,Risk Factors for Thromboembolic and Infectious Complications Related to Percutaneous Central Venous Catheters in Cancer - Prospective Multicenter Study,2010-06-01T00:00:00Z,2015-03-01T00:00:00Z,2015-03-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,NA,Institut Cancérologique Lucien Neuwirth,Institut cancérologique Lucien Neuwirth,NA,NA,NA,2013,2010,2015
NCT02034058,2019-11-27,2014-01-09,2019-10-10,Interventional,Not Applicable,152,Completed,Post Market Surveillance Study of the Wingspan Stent System,2013-12-01T00:00:00Z,2019-08-01T00:00:00Z,2019-08-01T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,TRUE,NA,"University of California, Irvine",NA,NA,NA,NA,2014,2013,2019
NCT02034071,2016-08-30,2014-01-08,NA,Interventional,Phase 1/Phase 2,13,Completed,Clinical Study of Diazoxide Choline Controlled-Release Tablet (DCCR) in Patients With Prader-Willi Syndrome,2014-04-01T00:00:00Z,2015-05-01T00:00:00Z,2015-05-01T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,FALSE,NA,"University of California, Irvine",NA,NA,NA,NA,2014,2014,2015
NCT02048826,2021-03-23,2014-01-27,2016-10-25,Interventional,Not Applicable,31,Completed,FINGER Robot Therapy Study,2013-11-01T00:00:00Z,2016-02-01T00:00:00Z,2015-05-01T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2014,2013,2016
NCT02049944,2021-01-12,2014-01-24,2020-09-01,Interventional,Phase 4,30,Completed,Increased Cefazolin During Cesarean Delivery in Obese Population,2013-08-01T00:00:00Z,2014-12-01T00:00:00Z,2014-09-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,TRUE,NA,"University of California, Irvine",NA,NA,NA,NA,2014,2013,2014
NCT02051101,2021-04-01,2013-11-06,NA,Interventional,Not Applicable,19,Completed,Pathogenic Mechanisms of Port Wine Stain and Repository of Port Wine Stain Biopsy Samples,2013-04-23T00:00:00Z,2019-01-11T00:00:00Z,2019-01-11T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Irvine",NA,"Beckman Laser Institute, UCI",NA,NA,"University of California, Irvine",2013,2013,2019
NCT02057653,2021-04-23,2013-12-17,NA,Observational,NA,330,Completed,Evaluation of Goal-Directed Intraoperative Hemodynamic Optimization Protocol,2013-11-01T00:00:00Z,2016-10-01T00:00:00Z,2016-10-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,NA,2013,2013,2016
NCT02063867,2019-06-14,2014-02-12,2019-04-29,Interventional,Not Applicable,53,Completed,Active Bathing to Eliminate Infection (ABATE Infection) Trial,2014-04-01T00:00:00Z,2019-02-01T00:00:00Z,2019-02-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Irvine","University of California, Irvine","University of California, Irvine",NA,NA,"University of California, Irvine",2014,2014,2019
NCT02070237,2015-10-22,2014-02-20,2015-09-23,Interventional,Phase 1,90,Completed,Comparing Anti-XA Levels in Post-Cesarean Patients Undergoing Enoxaparin Thromboprophylaxis,2013-08-01T00:00:00Z,2014-03-01T00:00:00Z,2014-03-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,NA,Memorial Health Care System; University of California Irvine,NA,NA,NA,NA,2014,2013,2014
NCT02075658,2018-01-16,2013-11-01,2017-05-23,Interventional,Not Applicable,60,Completed,"A Comparative Study Between AirSeal, an Integrated Insufflation System, and Conventional Insufflation",2003-01-01T00:00:00Z,2014-09-01T00:00:00Z,2014-03-01T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2013,2003,2014
NCT02075684,2021-04-01,2013-08-21,NA,Interventional,Not Applicable,180,Enrolling by invitation,Office-based Percutaneous Ultrasound-guided Renal Biopsy,2013-04-01T00:00:00Z,2022-04-01T00:00:00Z,2022-04-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Irvine",UCI Health Department of Urology,NA,NA,NA,NA,2013,2013,2022
NCT02078895,2018-08-21,2014-02-26,NA,Interventional,Phase 3,15,Terminated,Randomization of Botox for Stent Pain and Irritative Voiding Symptoms,2014-02-01T00:00:00Z,2017-02-01T00:00:00Z,2017-02-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Irvine","University of California, Irvine Department of Urology",NA,NA,NA,"University of California, Irvine",2014,2014,2017
NCT02086123,2021-04-23,2013-11-20,NA,Interventional,Not Applicable,87,Completed,Randomized Study Comparing the Use of Epidural Analgesia to Intravenous Narcotics for Laparoscopic Colorectal Resection.,2012-05-01T00:00:00Z,2015-04-01T00:00:00Z,2015-03-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,NA,2013,2012,2015
NCT02090803,2017-09-13,2014-03-17,NA,Observational,NA,189,Completed,Assessment of Human Herpes Virus Reactivation 6 Post Autologous Stem Cells,2012-08-01T00:00:00Z,2015-03-01T00:00:00Z,2015-03-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,NA,NA,NA,Institut de Cancérologie Lucien Neuwirth,NA,NA,2014,2012,2015
NCT02093039,2014-03-19,2014-03-19,NA,Interventional,Not Applicable,16000,Completed,Informed Decision Users of the Health System and Participation in Organized Screening for Breast Cancer,2009-05-01T00:00:00Z,2010-06-01T00:00:00Z,2010-06-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,NA,Institut de Cancérologie Lucien Neuwirth,NA,NA,NA,NA,2014,2009,2010
NCT02121691,2017-06-15,2014-04-18,NA,Interventional,Not Applicable,669,Completed,Faith-Based Initiative to Promote Health in Appalachia,2013-04-01T00:00:00Z,NA,2013-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,NA,Lucille P. Markey Cancer Center at University of Kentucky,NA,NA,NA,NA,2014,2013,NA
NCT02123082,2021-04-15,2014-03-26,NA,Interventional,Not Applicable,300,Recruiting,Multi-Center Comparison of Dual Lumen Versus Single Lumen Ureteroscopes,2014-07-02T00:00:00Z,2022-04-01T00:00:00Z,2022-04-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,NA,2014,2014,2022
NCT02123264,2019-02-21,2014-04-23,NA,Interventional,Phase 3,28,Terminated,Zoledronic Acid in Rheumatoid Arthritis,2014-05-01T00:00:00Z,2018-06-01T00:00:00Z,2018-06-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,NA,NA,UCICEC-Hospital Universitari de Bellvitge,NA,NA,NA,2014,2014,2018
NCT02124551,2021-03-24,2014-04-24,NA,Observational,NA,35,Completed,Comparing Pleth Variability Index (PVI) Measurements at Different Sensing Locations,2014-04-01T00:00:00Z,2017-07-01T00:00:00Z,2017-07-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,NA,2014,2014,2017
NCT02126969,2021-06-29,2014-04-23,2019-05-03,Interventional,Phase 2,45,"Active, not recruiting",A Study of Chemo +/- Low-dose Radiation as Induction Therapy in SCCHN,2014-10-01T00:00:00Z,2022-03-05T00:00:00Z,2018-03-01T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,NA,Lucille P. Markey Cancer Center at University of Kentucky,NA,NA,NA,NA,2014,2014,2022
NCT02136082,2018-10-04,2014-05-08,NA,Interventional,Not Applicable,600,Completed,Asha Improving Health and Nutrition of Indian Women With AIDS and Their Children,2013-08-01T00:00:00Z,2018-06-01T00:00:00Z,2018-06-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,NA,UCI Sue & Bill Gross School of Nursing,NA,NA,NA,"University of California, Irvine",2014,2013,2018
NCT02143102,2017-11-07,2014-05-15,2017-09-07,Observational,NA,125,Completed,Non-invasive Computer-Aided Phenotyping of Vasculopathy,2014-07-01T00:00:00Z,2017-06-30T00:00:00Z,2017-03-14T00:00:00Z,TRUE,NA,NA,INDUSTRY,TRUE,Elucid Bioimaging Inc.,NA,Elucid Biomaging Inc.,NA,NA,NA,2014,2014,2017
NCT02146885,2021-04-01,2014-05-19,NA,Observational,NA,21,Completed,The Use of Diffuse Optical Spectroscopy to Characterize in Response to Weight-Loss Intervention,2013-01-08T00:00:00Z,2017-01-13T00:00:00Z,2017-01-13T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine","Beckman Laser Institute, UCI",NA,NA,NA,"University of California, Irvine",2014,2013,2017
NCT02169726,2017-02-08,2014-06-13,NA,Observational,NA,5,Completed,A Pilot Study Non-Invasive Guidance for Therapeutic Ultrasound Treatment of Lower Back Muscle Injuries,2013-12-01T00:00:00Z,2015-12-01T00:00:00Z,2015-12-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine","Beckman Laser Institute, UCI",NA,NA,NA,"University of California, Irvine",2014,2013,2015
NCT02178046,2021-03-25,2014-06-26,NA,Observational,NA,0,Withdrawn,Non-Invasive Oral Biofilm Characterization,2014-05-23T00:00:00Z,2019-08-12T00:00:00Z,2019-08-12T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine","Beckman Laser Institute, UCI",NA,NA,NA,NA,2014,2014,2019
NCT02199171,2020-01-29,2014-07-16,NA,Interventional,Phase 1,30,Completed,"Heated Carboplatin in Treating Patients With Stage II-IV Ovarian, Fallopian Tube, or Peritoneal Cancer",2014-07-01T00:00:00Z,2017-10-01T00:00:00Z,2017-10-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2014,2014,2017
NCT02203617,2017-04-13,2014-07-18,NA,Interventional,Not Applicable,198,Completed,Using Baby Books to Promote Maternal and Child Health,2005-04-01T00:00:00Z,2010-07-01T00:00:00Z,2009-06-01T00:00:00Z,FALSE,Randomized,Double,OTHER,TRUE,NA,NA,"University of California, Irvine",NA,NA,NA,2014,2005,2010
NCT02205307,2020-06-22,2014-07-29,2020-05-11,Interventional,Not Applicable,347,Terminated,A Study Assessing Perfusion Outcomes With PINPOINT® Near Infrared Fluorescence Imaging in Low Anterior Resection,2015-01-01T00:00:00Z,2017-05-01T00:00:00Z,2017-05-01T00:00:00Z,TRUE,Randomized,None (Open Label),INDUSTRY,TRUE,NA,"University of California, Irvine",NA,NA,NA,NA,2014,2015,2017
NCT02232243,2021-06-03,2014-09-02,2019-05-21,Interventional,Phase 1,10,Completed,HCQ on PAR-4 Levels in Patients With Resectable Solid Tumors,2015-07-01T00:00:00Z,2018-12-01T00:00:00Z,2018-01-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,NA,Lucille P. Markey Cancer Center at University of Kentucky,NA,NA,NA,NA,2014,2015,2018
NCT02244749,2017-02-08,2014-09-10,NA,Observational,NA,26,Completed,Role of Metabolic Enzymes in Non-Melanoma Skin Cancer,2011-03-01T00:00:00Z,2015-08-01T00:00:00Z,2015-08-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,"University of California, Irvine","Beckman Laser Institute, UCI",NA,NA,NA,"University of California, Irvine",2014,2011,2015
NCT02250898,2018-05-14,2014-09-24,NA,Interventional,Not Applicable,21,Completed,Massage for Post Breast Surgery,2014-09-01T00:00:00Z,2015-06-01T00:00:00Z,2015-06-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,NA,Ctr for Reducing Health Disparities,NA,NA,NA,NA,2014,2014,2015
NCT02258425,2017-06-16,2014-10-02,NA,Interventional,Not Applicable,130,Completed,Homeless Female Offenders Returning to the Community,2015-01-01T00:00:00Z,2016-11-01T00:00:00Z,2016-11-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,NA,UCLA/UCI,NA,NA,NA,NA,2014,2015,2016
NCT02259699,2019-03-08,2014-05-15,2017-02-21,Interventional,Not Applicable,124,Completed,Ovarian Cancer Patient-Centered Decision Aid,2014-12-01T00:00:00Z,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2014,2014,2016
NCT02271789,2017-08-25,2014-10-09,NA,Observational,NA,0,Withdrawn,"Low-cost, Noninvasive Method to Assess Pulpal Vitality",2014-11-01T00:00:00Z,2018-10-01T00:00:00Z,2018-10-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine","Beckman Laser Instiute, UCI",NA,NA,NA,"University of California, Irvine",2014,2014,2018
NCT02271815,2020-09-29,2014-10-09,NA,Observational,NA,179,"Active, not recruiting",A Clinical and Imaging Study to Evaluate a Novel Dentifrice,2014-10-01T00:00:00Z,2021-06-01T00:00:00Z,2021-06-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine","Beckman Laser Institute, UCI",NA,NA,NA,"University of California, Irvine",2014,2014,2021
NCT02273076,2017-08-29,2014-10-21,NA,Observational,NA,0,Withdrawn,Predicting Breast Flap Necrosis by Spatial Frequency Domain Imaging,2014-10-01T00:00:00Z,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine",UCIMC,NA,NA,NA,"University of California, Irvine",2014,2014,2019
NCT02276495,2021-04-15,2014-10-20,NA,Interventional,Not Applicable,90,Recruiting,Does Single Injection Adductor Canal Block Improve Postoperative Analgesia in Patients Receiving Periarticular Local Anesthesia Injections for Total Knee Arthroplasty?,2014-09-26T00:00:00Z,2022-07-01T00:00:00Z,2022-07-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,NA,2014,2014,2022
NCT02279290,2021-06-09,2014-10-22,NA,Interventional,Not Applicable,58,Completed,Using CBT to Probe Psychobiobehavioral Resilience to Post-trauma Psychopathology,2015-07-13T00:00:00Z,2019-04-26T00:00:00Z,2018-11-14T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,NA,NA,NA,NA,NA,"University of California, Irvine",2014,2015,2019
NCT02307552,2017-06-26,2014-08-28,2016-12-14,Interventional,Not Applicable,1,Terminated,Transurethral Ultrasonic Imaging For Detection and Classification of Prostate Cancer,2013-06-01T00:00:00Z,2014-05-01T00:00:00Z,2014-04-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2014,2013,2014
NCT02312648,2018-06-05,2014-11-08,NA,Interventional,Not Applicable,52,Completed,Impact of Mobilization on Cardiac Surgery,2015-01-01T00:00:00Z,2016-11-01T00:00:00Z,2016-06-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,Luciana Chiavegato,NA,NA,NA,NA,NA,2014,2015,2016
NCT02320812,2019-03-04,2014-12-16,2018-08-07,Interventional,Phase 1/Phase 2,28,Completed,"Safety of a Single, Intravitreal Injection of Human Retinal Progenitor Cells (jCell) in Retinitis Pigmentosa",2015-06-01T00:00:00Z,2017-07-19T00:00:00Z,2017-07-19T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,TRUE,NA,"Gavin Herbert Eye Institute, UCI, Irvine, CA",NA,NA,NA,NA,2014,2015,2017
NCT02324036,2015-11-30,2014-12-16,NA,Interventional,Early Phase 1,190,Completed,The EMPATHy Toolkit: Helping Diabetes Patients Overcome Barriers to Medication Adherence,2014-12-01T00:00:00Z,2015-08-01T00:00:00Z,2015-06-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,"University of California, Irvine",2014,2014,2015
NCT02326636,2021-04-15,2014-12-09,NA,Observational,NA,37,Completed,Fecal Microbiota Transplant for Recurrent Clostridium Difficile Infection,2014-04-01T00:00:00Z,2018-10-26T00:00:00Z,2018-10-26T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,NA,2014,2014,2018
NCT02340468,2017-11-30,2015-01-13,NA,Observational,NA,0,Withdrawn,Breast Tumor Oxygenation During Exercise,2015-04-01T00:00:00Z,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,"University of California, Irvine",2015,2015,2018
NCT02360488,2020-02-17,2015-02-05,2020-01-30,Interventional,Phase 1,124,Completed,Telerehabilitation in the Home Versus Therapy In-Clinic for Patients With Stroke,2015-09-01T00:00:00Z,2018-04-01T00:00:00Z,2018-04-01T00:00:00Z,TRUE,Randomized,Single,OTHER,TRUE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2015,2015,2018
NCT02369757,2016-02-26,2014-12-05,NA,Interventional,Not Applicable,40774,Completed,Patients Navigator for Organized Colorectal Cancer Screening,2012-10-01T00:00:00Z,2015-05-01T00:00:00Z,2015-05-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,NA,NA,NA,Institut de Cancérologie Lucien Neuwirth,NA,NA,2014,2012,2015
NCT02392832,2021-03-24,2015-02-03,NA,Interventional,Not Applicable,240000,Completed,Evaluation of Long-Lasting Microbial Larvicides in Reducing Malaria Transmission and Clinical Malaria Incidence,2015-04-01T00:00:00Z,2019-09-01T00:00:00Z,2019-09-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,NA,2015,2015,2019
NCT02409108,2019-04-10,2015-03-17,NA,Interventional,Not Applicable,4,Completed,Perfusion-Induced Hyperthermia for Metastatic Carcinoma,2015-07-01T00:00:00Z,2019-02-16T00:00:00Z,2018-04-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,NA,Lucille P. Markey Cancer Center at University of Kentucky,NA,NA,NA,NA,2015,2015,2019
