nct_id,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,stanford_principal_investigator,stanford_unspecified_official,stanford_study_director,stanford_sub_investigator,stanford_study_chair,registration_year,start_year,completion_year,primary_completion_year
NCT02037022,2020-02-21,2014-01-13,NA,Interventional,Not Applicable,48,Completed,Pivotal Response Treatment Package for Young Children With Autism,2013-12-04T00:00:00Z,2017-07-28T00:00:00Z,2017-07-28T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2014,2013,2017,2017
NCT02037438,2018-11-02,2014-01-14,2016-12-01,Interventional,Not Applicable,1836,Completed,"Sustainable Methods, Algorithms, and Research Tools for Delivering Optimal Care Study",2014-01-01T00:00:00Z,2016-05-01T00:00:00Z,2016-05-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2014,2014,2016,2016
NCT02042157,2017-10-17,2014-01-17,NA,Interventional,Not Applicable,28,Terminated,Quality of Life in Adults Impaired Functioning - A Randomized Controlled Trial of Bidet vs Usual Toileting,2015-01-01T00:00:00Z,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2014,2015,2016,2016
NCT02047643,2019-12-17,2014-01-17,2019-10-02,Interventional,Not Applicable,18,Completed,Accelerometer Use in the Prevention of Exercise-Associated Hypoglycemia in Type 1 Diabetes: Outpatient Exercise Protocol,2014-03-12T00:00:00Z,2014-05-01T00:00:00Z,2014-05-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2014,2014,2014,2014
NCT02049801,2017-12-04,2014-01-28,NA,Interventional,Phase 1,1,Terminated,"MEK Inhibitor MEK162, Idarubicin, and Cytarabine in Treating Patients With Relapsed or Refractory Acute Myeloid Leukemia",2014-12-01T00:00:00Z,2017-11-01T00:00:00Z,2015-02-04T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2014,2014,2017,2015
NCT02054364,2017-04-26,2014-01-31,NA,Interventional,Not Applicable,30,Completed,Feasibility of Combining Family and Cognitive Therapy to Prevent Chronic Anorexia,2013-11-01T00:00:00Z,2016-11-01T00:00:00Z,2016-11-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2014,2013,2016,2016
NCT02075190,2019-04-16,2014-02-27,NA,Interventional,Not Applicable,89,Terminated,Trial of a Nationwide Cognitive-Affective Remediation Training Intervention in Depression,2014-02-01T00:00:00Z,2015-08-01T00:00:00Z,2015-08-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,Stanford University,NA,NA,NA,NA,2014,2014,2015,2015
NCT02079142,2018-01-08,2014-03-03,NA,Interventional,Not Applicable,223,Completed,Implementation of Evidence-based Treatments for On-campus Eating Disorders,2012-04-01T00:00:00Z,2017-12-01T00:00:00Z,2017-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2014,2012,2017,2017
NCT02085980,2021-05-11,2014-03-10,2021-05-11,Interventional,Not Applicable,30,Completed,Clinical Investigation to Assess the Safety and Efficacy of the Laser for the Treatment of Vulvovaginal Atrophy,2014-03-01T00:00:00Z,2015-11-01T00:00:00Z,2015-08-01T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,TRUE,NA,NA,Stanford University,NA,NA,2014,2014,2015,2015
NCT02104700,2021-03-16,2014-04-01,NA,Interventional,Phase 2/Phase 3,150,Completed,Switch From Nevirapine-based Regimen to Once a Day Rilpivirine/Emtricitabine/Tenofovir,2014-04-01T00:00:00Z,2016-07-01T00:00:00Z,2016-05-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2014,2014,2016,2016
NCT02108821,2021-02-02,2014-03-21,2018-06-16,Interventional,Phase 1,23,Completed,Fecal Microbiota Transplantation in Pediatric Patients,2014-03-01T00:00:00Z,2016-09-30T00:00:00Z,2016-09-30T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2014,2014,2016,2016
NCT02110238,2021-02-12,2014-04-03,2016-03-01,Interventional,Not Applicable,421,Completed,Non-Inferiority Study Comparing 3 Weekly Injections of SUPARTZ® vs 3 Weekly Injections of Euflexxa® for Knee OA,2014-03-01T00:00:00Z,2015-02-01T00:00:00Z,2014-11-01T00:00:00Z,TRUE,Randomized,Double,INDUSTRY,FALSE,Stanford University,NA,NA,NA,NA,2014,2014,2015,2014
NCT02139462,2017-10-03,2014-05-12,NA,Interventional,Not Applicable,47,Completed,Optimizing Fidelity to Family-Based Treatment for Adolescent Anorexia Nervosa,2015-05-01T00:00:00Z,2017-09-01T00:00:00Z,2017-09-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2014,2015,2017,2017
NCT02140983,2018-01-23,2014-01-27,NA,Interventional,Phase 1,41,Completed,Effects of Liraglutide on Hippocampal Structure and Function in Aging Adults With Prediabetes,2013-08-01T00:00:00Z,2017-02-01T00:00:00Z,2017-02-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,FALSE,Stanford University,NA,NA,NA,NA,2014,2013,2017,2017
NCT02141581,2018-04-05,2014-05-15,2017-01-13,Interventional,Phase 4,86,Completed,Plasmablast Trafficking and Antibody Response in Influenza Vaccination (SLVP021 2011-2014),2011-08-01T00:00:00Z,2014-12-01T00:00:00Z,2014-12-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2014,2011,2014,2014
NCT02142452,2021-03-16,2014-05-08,NA,Interventional,Not Applicable,55,Completed,Cardiovascular Health in Postpartum Women Diagnosed With Excessive Gestational Weight Gain,2014-03-01T00:00:00Z,2016-03-01T00:00:00Z,2016-03-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2014,2014,2016,2016
NCT02147860,2016-07-15,2014-05-21,NA,Interventional,Not Applicable,44,Completed,Full Day and Night Closed-Loop With DiAs Platform,2014-05-01T00:00:00Z,2015-01-01T00:00:00Z,2015-01-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,Stanford University,NA,NA,NA,NA,2014,2014,2015,2015
NCT02155400,2017-04-29,2014-05-27,NA,Interventional,Not Applicable,37,Completed,Thermal Compression Device for Maintenance of Perioperative Normothermia,2014-08-01T00:00:00Z,2016-05-01T00:00:00Z,2016-05-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,Stanford University,NA,NA,NA,NA,2014,2014,2016,2016
NCT02160002,2019-03-20,2014-05-08,2017-11-28,Interventional,Not Applicable,366,Completed,Incubator Weaning of Moderately Preterm Infants,2015-02-01T00:00:00Z,2017-06-01T00:00:00Z,2016-07-01T00:00:00Z,TRUE,Randomized,None (Open Label),NETWORK,TRUE,Stanford University,NA,NA,NA,NA,2014,2015,2017,2016
NCT02171962,2017-03-21,2014-06-18,NA,Interventional,Not Applicable,178,Completed,Zilver® PTX® in China,2014-06-01T00:00:00Z,2017-02-09T00:00:00Z,2015-12-01T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,TRUE,NA,NA,"Stanford University, CA, USA",NA,NA,2014,2014,2017,2015
NCT02175745,2017-01-30,2014-06-24,2017-01-30,Interventional,Not Applicable,2,Terminated,18F-FDOPA PET/CT or PET/MRI in Measuring Tumors in Patients With Newly-Diagnosed or Recurrent Gliomas,2014-12-01T00:00:00Z,2015-12-01T00:00:00Z,2015-08-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,Stanford University Hospitals and Clinics,NA,NA,NA,NA,2014,2014,2015,2015
NCT02178995,2017-04-26,2014-06-24,2016-06-04,Interventional,Phase 4,55,Completed,Methylphenidate Treatment of Attention Deficits in Epilepsy,2014-08-01T00:00:00Z,2015-12-01T00:00:00Z,2015-09-01T00:00:00Z,TRUE,Non-Randomized,Triple,OTHER,FALSE,Stanford University,NA,Stanford University,NA,Stanford University,2014,2014,2015,2015
NCT02192684,2017-03-14,2014-07-07,2016-11-18,Interventional,Not Applicable,45,Completed,"Obesity, Sleep Apnea, and Insulin Resistance",2010-09-01T00:00:00Z,2015-03-01T00:00:00Z,2014-07-01T00:00:00Z,TRUE,Randomized,Single,OTHER,TRUE,Stanford University,NA,NA,NA,NA,2014,2010,2015,2014
NCT02199028,2019-09-24,2014-01-28,2016-11-03,Interventional,Phase 1,30,Completed,Hyaluronidase Effect on Infusion Set Life,2014-07-01T00:00:00Z,2015-03-01T00:00:00Z,2015-03-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2014,2014,2015,2015
NCT02203565,2017-06-26,2014-07-28,2017-05-22,Interventional,Phase 2,20,Completed,Dakin's Solution in Preventing Radiation Dermatitis in Patients With Breast Cancer Undergoing Radiation Therapy,2014-07-01T00:00:00Z,2016-07-07T00:00:00Z,2016-07-07T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,Stanford University Hospitals and Clinics,NA,NA,NA,NA,2014,2014,2016,2016
NCT02205671,2017-04-24,2014-07-29,NA,Interventional,Not Applicable,128,Completed,Building Better Caregivers: Development and Evaluation,2014-08-01T00:00:00Z,2017-03-01T00:00:00Z,2015-07-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,Stanford School of Medicine,NA,NA,NA,NA,2014,2014,2017,2015
NCT02206776,2017-03-30,2014-07-31,2017-01-03,Interventional,Phase 2,2,Terminated,Randomized Controlled Trial of Intranasal Ketamine vs. Intranasal Midazolam in Individuals With OCD,2014-09-01T00:00:00Z,2015-05-01T00:00:00Z,2015-05-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,FALSE,Stanford University,NA,NA,NA,NA,2014,2014,2015,2015
NCT02210286,2021-01-29,2014-08-01,2020-07-27,Interventional,Not Applicable,17,Completed,Magnesium L-Threonate for the Enhancement of Learning and Memory in People With Dementia,2014-07-01T00:00:00Z,2016-07-01T00:00:00Z,2016-04-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2014,2014,2016,2016
NCT02254356,2018-03-29,2014-09-29,NA,Interventional,Not Applicable,239,Completed,Zilver Flex Post-Market Study in Japan,2012-05-01T00:00:00Z,2017-12-26T00:00:00Z,2017-12-26T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,FALSE,"Department of Cardiothoracic Surgery, Stanford University Medical Center, Stanford, CA",NA,NA,NA,NA,2014,2012,2017,2017
NCT02254772,2019-11-17,2014-09-29,2017-09-04,Interventional,Phase 1/Phase 2,9,Completed,A Phase I/II Study of Intratumoral Injection of SD-101,2014-09-01T00:00:00Z,2017-01-26T00:00:00Z,2016-11-10T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,Stanford University Hospitals and Clinics,NA,NA,NA,NA,2014,2014,2017,2016
NCT02257970,2018-08-15,2014-08-25,2018-07-19,Interventional,Phase 4,117,Completed,Lymphedema Study for Arm or Leg Lymphedema,2009-03-01T00:00:00Z,2017-03-01T00:00:00Z,2016-12-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,Stanford University,NA,NA,NA,NA,2014,2009,2017,2016
NCT02264977,2022-02-07,2014-10-08,2017-07-07,Interventional,Not Applicable,9,"Active, not recruiting",Early Feasibility of the Branched TAG® Device in the Treatment of Aortic Arch Aneurysms,2015-04-01T00:00:00Z,2022-04-01T00:00:00Z,2016-07-01T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,TRUE,Stanford University,NA,NA,NA,NA,2014,2015,2022,2016
NCT02266576,2019-12-09,2014-10-13,2019-12-09,Interventional,Not Applicable,207,Completed,A Patient-Centered Strategy for Improving Diabetes Prevention in Urban American Indians,2015-06-01T00:00:00Z,2017-08-30T00:00:00Z,2017-08-30T00:00:00Z,TRUE,Randomized,Single,OTHER,TRUE,Stanford University,NA,NA,NA,NA,2014,2015,2017,2017
NCT02267629,2017-06-20,2014-10-14,2017-03-30,Interventional,Phase 2,7,Completed,Open Label Trial of Rapastinel (Formerly GLYX-13) in Individuals With Obsessive-Compulsive Disorder,2014-10-01T00:00:00Z,2016-02-01T00:00:00Z,2016-02-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2014,2014,2016,2016
NCT02267642,2017-01-23,2014-10-10,NA,Interventional,Phase 2,20,Completed,A Phase II Study Evaluating the Efficacy and Safety of AbGn-168H in Patients With Active Psoriatic Arthritis,2015-01-01T00:00:00Z,2016-01-01T00:00:00Z,2015-10-01T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,TRUE,Stanford University,NA,NA,NA,NA,2014,2015,2016,2015
NCT02268994,2018-02-22,2014-10-11,2017-11-30,Interventional,Phase 3,234,Completed,KRX-0502 (Ferric Citrate) for the Treatment of IDA in Adult Subjects With NDD-CKD,2014-10-01T00:00:00Z,2016-01-01T00:00:00Z,2016-01-01T00:00:00Z,TRUE,Randomized,Quadruple,INDUSTRY,TRUE,NA,NA,NA,NA,Division of Nephrology at Stanford University School of Medicine,2014,2014,2016,2016
NCT02272725,2018-11-21,2014-10-09,2017-01-24,Interventional,Phase 3,91,Completed,Non-steroidal Anti-inflammatory Affect on Kidneys in Endurance Distances,2015-03-01T00:00:00Z,2017-01-01T00:00:00Z,2016-03-01T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,Stanford University,NA,NA,NA,NA,2014,2015,2017,2016
NCT02280863,2018-06-01,2014-07-09,2018-03-02,Interventional,Not Applicable,24,Completed,Hybrid Closed-Loop Hotel Studies With Medtronic PID Controller,2014-07-01T00:00:00Z,2015-05-01T00:00:00Z,2015-05-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,TRUE,Stanford University,NA,NA,NA,NA,2014,2014,2015,2015
NCT02290665,2018-08-14,2014-11-06,NA,Interventional,Not Applicable,18,Completed,Localized Therapeutics for the Treatment of Gastrointestinal Disorders,2015-01-30T00:00:00Z,2015-09-28T00:00:00Z,2015-09-28T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,Stanford University,NA,NA,NA,NA,2014,2015,2015,2015
NCT02302963,2019-07-22,2014-11-24,NA,Interventional,Not Applicable,85,Completed,USS Virginia Closed-Loop Versus SAP Therapy for Hypoglycemia Reduction in T1D,2015-06-01T00:00:00Z,2017-01-01T00:00:00Z,2017-01-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,Stanford University,NA,NA,NA,NA,2014,2015,2017,2017
NCT02303041,2019-01-10,2014-11-25,2018-12-18,Interventional,Phase 2,10,Terminated,Pilot Study of Sonidegib and Buparlisib in Treating Patients With Advanced or Metastatic Basal Cell Carcinoma,2015-02-01T00:00:00Z,2017-06-01T00:00:00Z,2017-04-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2014,2015,2017,2017
NCT02304848,2019-03-07,2014-08-06,NA,Interventional,Not Applicable,9,Completed,Effects of Deep Brain Stimulation (DBS) Frequency on Neural Synchrony,2012-10-01T00:00:00Z,2017-11-28T00:00:00Z,2017-11-28T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2014,2012,2017,2017
NCT02310789,2018-12-21,2014-09-03,2017-12-12,Interventional,Not Applicable,8,Completed,(Study: Vertex IIS) Does Ivacaftor Alter Wild Type CFTR-Open Probability In The Sweat Gland Secretory Coil?,2015-07-31T00:00:00Z,2017-08-23T00:00:00Z,2016-08-02T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2014,2015,2017,2016
NCT02312882,2017-10-04,2014-12-05,2017-09-08,Interventional,Not Applicable,40,Completed,Tofacitinib for the Treatment of Alopecia Areata and Its Variants,2014-12-01T00:00:00Z,2015-08-01T00:00:00Z,2015-08-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2014,2014,2015,2015
NCT02324075,2020-12-15,2014-11-11,2018-06-26,Interventional,Not Applicable,1226,Completed,"Using Behaviour Change Messaging to Improve Communal Toilets in Dhaka, Bangladesh",2014-12-01T00:00:00Z,2015-11-01T00:00:00Z,2015-09-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2014,2014,2015,2015
NCT02360449,2021-01-06,2015-02-05,NA,Interventional,Not Applicable,44,Completed,Social Motivation Intervention for Children With Autism Spectrum Disorder: Improving Peer Initiation,2015-01-01T00:00:00Z,2020-11-05T00:00:00Z,2017-07-19T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,Stanford University,NA,NA,NA,NA,2015,2015,2020,2017
NCT02366767,2017-02-09,2014-06-26,2015-10-28,Interventional,Not Applicable,21,Completed,Assessment of an Automatic Closed-loop Insulin Delivery System,2014-06-01T00:00:00Z,2014-09-01T00:00:00Z,2014-09-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,TRUE,Stanford University,NA,NA,NA,NA,2014,2014,2014,2014
NCT02367430,2020-02-04,2015-02-13,2020-01-27,Interventional,Not Applicable,14,Completed,Critical Time Intervention for Individuals With Hoarding Disorder,2013-01-01T00:00:00Z,2015-07-01T00:00:00Z,2015-07-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,TRUE,Stanford University,NA,NA,NA,NA,2015,2013,2015,2015
NCT02395653,2017-09-25,2015-03-10,2017-08-16,Interventional,Phase 3,71,Completed,Safety and Clinical Utility Study of SSEC Fentanyl 40 mcg for Acute Post-op Pain Management in Pediatric Participants,2015-06-29T00:00:00Z,2016-09-12T00:00:00Z,2016-09-12T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,TRUE,Stanford Children's Health,NA,NA,NA,NA,2015,2015,2016,2016
NCT02400177,2018-05-30,2015-03-23,NA,Interventional,Not Applicable,96,Completed,Parents Workgroup About Emotion Regulation,2015-03-01T00:00:00Z,2016-11-01T00:00:00Z,2016-11-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2015,2015,2016,2016
NCT02415608,2018-08-24,2015-03-24,2018-05-02,Interventional,Phase 2,4,Terminated,Ibrutinib in Treating Patients With Advanced Systemic Mastocytosis,2015-03-01T00:00:00Z,2017-06-14T00:00:00Z,2016-11-04T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University Hospitals and Clinics,NA,NA,NA,NA,2015,2015,2017,2016
NCT02423447,2015-12-07,2015-02-03,2015-08-13,Interventional,Not Applicable,25,Completed,Comparison of the Airway Clearance Efficacy of Electro Flo 5000 and the G5 Flimm-Fighter in Patients With CF,2013-11-01T00:00:00Z,2014-06-01T00:00:00Z,2014-06-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,TRUE,Stanford University,NA,NA,NA,NA,2015,2013,2014,2014
NCT02429778,2020-01-24,2015-04-21,2019-03-18,Interventional,Not Applicable,40,Completed,Relaxation Treatment for Anxiety in Adults Aged 60 or Older,2015-05-01T00:00:00Z,2017-06-01T00:00:00Z,2017-06-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,VA Palo Alto/Stanford University,NA,NA,NA,NA,2015,2015,2017,2017
NCT02429804,2017-05-24,2015-04-17,NA,Interventional,Phase 1,4,Terminated,NaF/FDG PET/MRI in Measuring Response to Radium Ra 223 Dichloride in Patients With Metastatic Hormone-Resistant Prostate Cancer,2015-04-01T00:00:00Z,2017-05-15T00:00:00Z,2017-05-15T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2015,2015,2017,2017
NCT02435225,2018-07-17,2013-08-07,NA,Interventional,Not Applicable,14,Terminated,Brain Connectivity and Mindfulness Training in Youth With Bipolar Disorder Not Otherwise Specified (NOS),2014-05-01T00:00:00Z,2017-09-01T00:00:00Z,2014-06-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2013,2014,2017,2014
NCT02436460,2017-03-28,2015-05-01,NA,Interventional,Phase 1,4,Terminated,A Study of AbGn-168H in Patients With Steroid Refractory Acute Graft-vs-Host Disease After Donor Stem Cell Transplant,2015-05-01T00:00:00Z,2016-03-01T00:00:00Z,2016-03-01T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,FALSE,Stanford University Hospitals and Clinics,NA,NA,NA,NA,2015,2015,2016,2016
NCT02438189,2016-08-26,2015-05-01,NA,Interventional,Phase 2,33,Completed,Reduction of Nocturnal Hypoglycemia and Hyperglycemia in the Home Using Predictive Algorithms,2015-06-01T00:00:00Z,2016-03-01T00:00:00Z,2016-03-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,NA,NA,NA,NA,Stanford University,2015,2015,2016,2016
NCT02440308,2017-02-28,2015-05-01,2017-02-28,Interventional,Phase 2,10,Completed,68Ga-DOTA-Bombesin PET/MRI in Imaging Patients With Prostate Cancer,2015-04-01T00:00:00Z,2015-06-30T00:00:00Z,2015-06-30T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,Stanford University Hospitals and Clinics,NA,NA,NA,NA,2015,2015,2015,2015
NCT02442960,2020-11-04,2015-04-23,NA,Interventional,Phase 1,15,Completed,Evaluating Safety and Efficacy of Herbal Treatment in Ulcerative Colitis,2014-12-01T00:00:00Z,2017-07-26T00:00:00Z,2017-07-26T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2015,2014,2017,2017
NCT02445196,2017-02-15,2015-05-11,2016-12-05,Interventional,Not Applicable,120,Completed,PTSD Coach App Evaluation,2014-02-01T00:00:00Z,2016-09-01T00:00:00Z,2015-09-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,TRUE,Stanford University,NA,NA,NA,NA,2015,2014,2016,2015
NCT02452216,2017-08-30,2015-05-20,NA,Interventional,Early Phase 1,10,Completed,Using Ferumoxytol-Enhanced MRI to Measure Inflammation in Patients With Brain Tumors or Other Conditions of the CNS,2015-06-10T00:00:00Z,2017-01-12T00:00:00Z,2017-01-12T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,Stanford University Hospitals and Clinics,NA,NA,NA,NA,2015,2015,2017,2017
NCT02458898,2016-05-26,2015-05-21,NA,Interventional,Not Applicable,61,Completed,Text Message Intervention to Improve Adherence in Adolescents and Young Adults With Celiac Disease,2015-02-01T00:00:00Z,2016-05-01T00:00:00Z,2016-05-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,Stanford Pediatric Gastroenterology,NA,NA,NA,NA,2015,2015,2016,2016
NCT02475837,2019-01-11,2015-06-12,2018-12-04,Interventional,Phase 2,17,Completed,Vorapaxar Study for Maturation of AV Fistulae for Hemodialysis Access,2015-08-26T00:00:00Z,2017-10-23T00:00:00Z,2017-10-23T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,Stanford University,NA,NA,NA,NA,2015,2015,2017,2017
NCT02480166,2017-08-21,2015-06-17,2017-07-17,Interventional,Phase 4,60,Completed,"Comparative Efficacy of Fixed-dose Combination Sofosbuvir + Ledipasvir, 8 vs. 12 Weeks in Chronic Hepatitis C Genotype 6",2015-06-01T00:00:00Z,2016-10-01T00:00:00Z,2016-10-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,TRUE,Stanford University,NA,NA,NA,NA,2015,2015,2016,2016
NCT02488070,2018-02-20,2015-06-26,2017-01-23,Interventional,Phase 1/Phase 2,10,Completed,68Ga-PSMA PET/CT or PET/MRI in Evaluating Patients With Recurrent Prostate Cancer,2015-06-01T00:00:00Z,2016-08-01T00:00:00Z,2015-08-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,Stanford Cancer Institute,NA,NA,NA,NA,2015,2015,2016,2015
NCT02533726,2017-09-13,2015-08-17,2017-04-21,Interventional,Not Applicable,1312,Completed,Optimal Patient Turning for Reducing Hospital Acquired Pressure Ulcers,2015-08-01T00:00:00Z,2016-02-01T00:00:00Z,2016-02-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,Stanford Health Care,NA,NA,NA,NA,2015,2015,2016,2016
NCT02536950,2018-06-19,2015-07-18,NA,Interventional,Not Applicable,16,Completed,An Outpatient Study of Automated Blood Glucose Control With an Insulin-Only Bionic Pancreas,2015-08-01T00:00:00Z,2016-07-01T00:00:00Z,2016-07-01T00:00:00Z,FALSE,Non-Randomized,Single,OTHER,FALSE,"Stanford School of Medicine, Pediatric Endocrinology",NA,NA,NA,NA,2015,2015,2016,2016
NCT02553824,2018-05-11,2015-08-21,NA,Interventional,Phase 1,22,Completed,FDA Approved Medication to Reduce Binge Eating and/or Purging,2015-10-30T00:00:00Z,2017-04-15T00:00:00Z,2017-02-23T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,Stanford University,NA,NA,NA,NA,2015,2015,2017,2017
NCT02586415,2019-05-13,2015-10-21,2018-08-23,Interventional,Not Applicable,182,Terminated,Endovascular Therapy Following Imaging Evaluation for Ischemic Stroke 3,2016-04-01T00:00:00Z,2017-08-23T00:00:00Z,2017-08-23T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,TRUE,Stanford University,NA,NA,NA,NA,2015,2016,2017,2017
NCT02597543,2017-07-24,2015-10-30,2017-06-06,Interventional,Phase 4,14,Completed,Stress Cardiac MRI for Evaluation of Nonspecific Allograft Dysfunction,2015-11-01T00:00:00Z,2016-06-30T00:00:00Z,2016-06-30T00:00:00Z,TRUE,Non-Randomized,Single,OTHER,FALSE,Stanford University,NA,NA,NA,NA,2015,2015,2016,2016
NCT02598518,2018-06-28,2015-10-27,NA,Interventional,Not Applicable,38,Completed,Integrating Combined Therapies for Persons With Co-occurring Disorders,2015-07-01T00:00:00Z,2017-12-31T00:00:00Z,2017-09-30T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2015,2015,2017,2017
NCT02599194,2018-12-11,2015-11-01,2018-09-20,Interventional,Phase 2,7,Completed,18F-FSPG PET/CT for Cancer Patients on Therapy,2015-07-01T00:00:00Z,2016-12-14T00:00:00Z,2016-12-14T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2015,2015,2016,2016
NCT02604173,2018-11-21,2015-11-06,2017-09-23,Interventional,Phase 3,103,Completed,Altitude Sickness Prevention and Efficacy of Comparative Treatments,2016-08-01T00:00:00Z,2016-09-01T00:00:00Z,2016-09-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,FALSE,Stanford University,NA,NA,NA,NA,2015,2016,2016,2016
NCT02605187,2018-09-17,2015-11-10,2018-04-20,Interventional,Not Applicable,160,Completed,Patient-Driven Analgesic Protocol Selection for Post-Cesarean Pain Management,2015-11-01T00:00:00Z,2017-05-22T00:00:00Z,2017-05-22T00:00:00Z,TRUE,Randomized,Triple,OTHER,FALSE,Stanford University,NA,NA,NA,NA,2015,2015,2017,2017
