nct_id,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,ucsf_lead_sponsor,ucsf_principal_investigator,ucsf_study_chair,ucsf_study_director,ucsf_unspecified_official,ucsf_responsible_party,registration_year,start_year,completion_year
NCT02320799,2019-04-29,2014-09-09,NA,Interventional,Not Applicable,300,Completed,Randomized Controlled Trial of Interpersonal Psychotherapy for Depression and PTSD Among HIV+ Women in Kenya,2015-09-01T00:00:00Z,2019-01-31T00:00:00Z,2019-01-31T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2014,2015,2019
NCT02323893,2018-05-14,2014-12-16,NA,Interventional,Phase 1,6,Completed,"Study of Kinetics, Dosimetry & Safety of [18F]F-AraG, a Positron Emission Tomography Imaging Tracer in Healthy Humans",2015-02-01T00:00:00Z,2017-12-31T00:00:00Z,2017-12-31T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,FALSE,NA,"University of California, San Francisco",NA,NA,NA,NA,2014,2015,2017
NCT02327559,2017-05-23,2014-06-23,NA,Interventional,Not Applicable,33,Completed,Prenatal Education About Reducing Labor Stress (PEARLS),2011-10-01T00:00:00Z,2015-02-01T00:00:00Z,2014-02-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2014,2011,2015
NCT02330419,2021-09-27,2014-12-30,NA,Interventional,Phase 2,120,Completed,Say When: Targeting Heavy Alcohol Use With Naltrexone Among MSM,2015-04-01T00:00:00Z,2021-01-01T00:00:00Z,2021-01-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,NA,NA,2014,2015,2021
NCT02332850,2022-01-31,2014-12-12,NA,Interventional,Phase 1,89,Recruiting,Phase Ib Study of SAR650984 in Combination With Carfilzomib for Treatment of Relapsed or Refractory Multiple Myeloma,2015-01-21T00:00:00Z,2024-12-31T00:00:00Z,2024-12-31T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,NA,"University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2014,2015,2024
NCT02333942,2019-09-12,2014-12-09,NA,Observational,NA,41,Completed,Dementia Signal Development Study of Nautilus NeuroWave TM for the Detection of Dementia,2014-05-01T00:00:00Z,2015-02-01T00:00:00Z,2015-02-01T00:00:00Z,FALSE,NA,NA,INDUSTRY,FALSE,NA,"University of California, San Francisco",NA,NA,NA,NA,2014,2014,2015
NCT02334306,2019-02-27,2014-12-12,2019-01-16,Interventional,Phase 2,32,Completed,"A Phase 2a, Randomized, Placebo Controlled, Study to Evaluate the Safety and Efficacy of AMG 557/MEDI5872 in Primary Sjögren's Syndrome",2015-06-08T00:00:00Z,2018-08-13T00:00:00Z,2018-01-16T00:00:00Z,TRUE,Randomized,Triple,INDUSTRY,TRUE,NA,"University of California, San Francisco",NA,NA,NA,NA,2014,2015,2018
NCT02338739,2021-03-11,2014-12-11,NA,Interventional,Not Applicable,1816,Completed,"An Adaptive Strategy for Preventing and Treating Lapses of Retention in Adult HIV Care (AdaPT-R) in Nyanza, Kenya",2015-03-01T00:00:00Z,2020-11-01T00:00:00Z,2020-11-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2014,2015,2020
NCT02338765,2016-06-08,2015-01-07,NA,Interventional,Not Applicable,54,Completed,MoTHER Buddy Program,2015-01-01T00:00:00Z,2016-04-01T00:00:00Z,2016-04-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,NA,"University of California, San Francisco",2015,2015,2016
NCT02341027,2020-02-11,2015-01-09,NA,Interventional,Not Applicable,205,Completed,Immediate Versus Interval Postpartum Use of the Levonorgestrel Contraceptive Implants: a Randomized Controlled Trial,2015-01-01T00:00:00Z,2016-06-01T00:00:00Z,2016-06-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2015,2015,2016
NCT02342678,2018-11-28,2015-01-15,2018-10-25,Interventional,Not Applicable,56,Completed,Lessening Incontinence Through Low-impact Activity,2015-01-01T00:00:00Z,2017-04-01T00:00:00Z,2017-04-01T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2015,2015,2017
NCT02344316,2021-08-13,2015-01-12,2017-05-05,Interventional,Phase 2,31,Completed,Bringing Relief to Adolescents Naturally Using Melatonin for Migraine,2015-05-01T00:00:00Z,2016-04-01T00:00:00Z,2016-04-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,TRUE,NA,"University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2015,2015,2016
NCT02350140,2018-05-05,2015-01-19,NA,Interventional,Not Applicable,2508,Unknown status,Texting to Improve Testing (TextIT):,2015-01-01T00:00:00Z,2018-12-01T00:00:00Z,2017-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,NA,NA,"University of California, San Francisco",NA,NA,NA,2015,2015,2018
NCT02357979,2021-01-11,2015-02-03,2020-12-08,Interventional,Not Applicable,60,Completed,Fissure Caries Inhibition Study With Solea CO2-9.3μm Short-pulsed Laser,2018-02-08T00:00:00Z,2020-03-31T00:00:00Z,2020-01-31T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2015,2018,2020
NCT02358200,2020-01-07,2015-01-27,NA,Interventional,Phase 1,23,Terminated,Study of BMN-673 With Carboplatin and Paclitaxel in Patients With Advanced BRCA-mutated Solid Tumor or Triple Negative Metastatic Breast Cancer,2015-02-23T00:00:00Z,2019-01-08T00:00:00Z,2019-01-08T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,NA,"University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2015,2015,2019
NCT02365922,2021-05-18,2015-02-11,NA,Observational,NA,1489,Completed,Advancing Research and Treatment for Frontotemporal Lobar Degeneration (ARTFL),2014-09-01T00:00:00Z,2020-09-01T00:00:00Z,2020-08-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,NA,NA,2015,2014,2020
NCT02367092,2019-12-13,2014-12-20,NA,Interventional,Not Applicable,83,Completed,Exercise Intervention in Liver Transplant Patients,2016-07-01T00:00:00Z,2019-12-01T00:00:00Z,2019-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2014,2016,2019
NCT02368691,2020-10-29,2015-02-10,2020-09-13,Interventional,Phase 2,32,Terminated,Efficacy and Safety of GTx-024 in Patients With Androgen Receptor-Positive Triple Negative Breast Cancer (AR+ TNBC),2015-06-01T00:00:00Z,2017-09-22T00:00:00Z,2017-09-22T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,TRUE,NA,"University of California, San Francisco",NA,NA,NA,NA,2015,2015,2017
NCT02371525,2017-10-24,2015-02-19,NA,Interventional,Not Applicable,121,Completed,Enhancing PrEP in Community Settings (EPIC),2015-04-01T00:00:00Z,2017-01-01T00:00:00Z,2016-11-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2015,2015,2017
NCT02372773,2020-07-30,2015-02-20,NA,Observational,NA,398,Completed,Longitudinal Evaluation of Familial Frontotemporal Dementia Subjects,2015-04-01T00:00:00Z,2020-06-30T00:00:00Z,2020-06-30T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,NA,"University of California, San Francisco",NA,NA,NA,NA,2015,2015,2020
NCT02373137,2020-11-19,2015-01-27,2019-03-26,Interventional,Phase 4,38,"Active, not recruiting",Descemet Endothelial Thickness Comparison Trial,2015-01-22T00:00:00Z,2023-05-30T00:00:00Z,2018-04-04T00:00:00Z,TRUE,Randomized,Double,OTHER,TRUE,NA,"University of California, San Francisco",NA,NA,NA,NA,2015,2015,2023
NCT02373657,2021-06-23,2015-02-23,NA,Interventional,Not Applicable,4068,Completed,Water Uptake for Health in Amhara Pilot,2014-04-01T00:00:00Z,2017-05-01T00:00:00Z,2017-05-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco","F.I. Proctor Foundation, University of California San Francisco",NA,NA,NA,NA,2015,2014,2017
NCT02376855,2015-03-02,2015-02-26,NA,Interventional,Not Applicable,36,Completed,"A Study of the Implementation of an Electronic Consultation (""eConsult"") Platform",2011-10-01T00:00:00Z,2013-12-01T00:00:00Z,2013-09-01T00:00:00Z,FALSE,Randomized,Single,INDUSTRY,FALSE,NA,"Center for Excellence in Primary Care, University of California, San Francisco",NA,NA,NA,NA,2015,2011,2013
NCT02381457,2021-01-27,2015-03-02,NA,Observational,NA,20960,Completed,SNP-based Microdeletion and Aneuploidy RegisTry (SMART),2015-04-01T00:00:00Z,2020-06-01T00:00:00Z,2020-06-01T00:00:00Z,FALSE,NA,NA,INDUSTRY,TRUE,NA,"University of California, San Francisco",NA,NA,NA,NA,2015,2015,2020
NCT02384239,2021-02-03,2015-02-10,NA,Interventional,Phase 2,70,Completed,A Study of Palbociclib in Combination With Fulvestrant or Tamoxifen as Treatment for Metastatic Breast Cancer,2015-11-04T00:00:00Z,2021-01-31T00:00:00Z,2021-01-31T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2015,2015,2021
NCT02385786,2015-03-05,2015-03-02,NA,Interventional,Not Applicable,43,Completed,Mindfulness-Based Cognitive Therapy Effect on Depression and C-Reactive Protein Levels After 8 Weeks of Treatment,2011-11-01T00:00:00Z,2012-08-01T00:00:00Z,2012-08-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2015,2011,2012
NCT02390011,2018-04-06,2015-03-04,NA,Observational,NA,7,Completed,Pilot Study of Coil Arrays in Patients With Advanced Solid Tumor Malignancies,2015-01-08T00:00:00Z,2015-05-16T00:00:00Z,2015-05-16T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2015,2015,2015
NCT02391025,2021-05-26,2015-03-04,NA,Interventional,Early Phase 1,50,Recruiting,Gallium-68 Citrate PET Used in Prostate Cancer,2015-05-28T00:00:00Z,2021-12-31T00:00:00Z,2021-12-31T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,NA,"University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2015,2015,2021
NCT02395627,2020-06-22,2015-03-17,2020-05-14,Interventional,Phase 2,38,Terminated,Reversing Therapy Resistance With Epigenetic-Immune Modification,2015-05-04T00:00:00Z,2019-06-08T00:00:00Z,2019-06-08T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2015,2015,2019
NCT02397408,2020-10-27,2015-03-04,2020-10-27,Interventional,Phase 2,18,Completed,11C- and 18F-Choline PET/MR Imaging for Prostate Cancer,2015-04-09T00:00:00Z,2015-06-30T00:00:00Z,2015-06-30T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2015,2015,2015
NCT02402426,2021-09-21,2013-08-01,NA,Observational,NA,100000,Recruiting,Brain Health Registry: An Online Registry to Identify and Assess Subjects for Brain Research,2013-09-01T00:00:00Z,2028-09-01T00:00:00Z,2023-09-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2013,2013,2028
NCT02402439,2021-12-09,2015-03-18,NA,Interventional,Phase 1,3,Recruiting,Treatment of Type I Diabetes by Islet Transplantation Into the Gastric Submucosa Study Protocol,2016-03-01T00:00:00Z,2023-04-30T00:00:00Z,2022-04-30T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2015,2016,2023
NCT02403752,2018-12-14,2015-03-18,NA,Interventional,Not Applicable,20,Completed,Paired Integrative Home Exercise for Seniors With Dementia and Their Caregivers (PairedPLIE),2015-03-01T00:00:00Z,2018-07-01T00:00:00Z,2018-07-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2015,2015,2018
NCT02408965,2019-08-15,2015-03-11,2018-05-09,Interventional,Phase 4,284,Completed,Uterotonic Prophylaxis Trial,2015-03-01T00:00:00Z,2017-03-01T00:00:00Z,2017-03-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2015,2015,2017
NCT02410902,2021-04-28,2015-03-19,NA,Interventional,Phase 3,335,Completed,A Trial of CM-AT in Children With Autism With All Levels of FCT (The Blum Study),2015-05-01T00:00:00Z,2017-12-22T00:00:00Z,2017-12-22T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,NA,"University of California, San Francisco",NA,NA,NA,NA,2015,2015,2017
NCT02410954,2021-05-14,2015-02-20,2021-03-09,Interventional,Not Applicable,14,Terminated,Transcranial Direct Current Stimulation (tDCS) as a Treatment for Acute Fear,2015-12-01T00:00:00Z,2019-01-31T00:00:00Z,2019-01-31T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2015,2015,2019
NCT02417233,2017-11-17,2014-12-12,2017-06-27,Interventional,Not Applicable,756,Completed,Engagement to Care South Africa,2014-10-01T00:00:00Z,2016-06-01T00:00:00Z,2016-06-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,TRUE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2014,2014,2016
NCT02420561,2015-06-08,2015-04-07,NA,Interventional,Not Applicable,307,Completed,Motivational Interviewing to Reduce Substance Use Among Depression Patients,2010-10-01T00:00:00Z,2014-08-01T00:00:00Z,2014-08-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2015,2010,2014
NCT02420756,2021-07-19,2015-04-15,NA,Observational,NA,18488,Completed,Imaging Dementia-Evidence for Amyloid Scanning (IDEAS) Study,2016-02-01T00:00:00Z,2017-12-01T00:00:00Z,2017-12-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,NA,NA,"University of California, San Francisco",NA,NA,NA,2015,2016,2017
NCT02421887,2019-08-12,2015-03-19,2019-06-24,Interventional,Phase 2,171,Completed,"Males, Antioxidants, and Infertility Trial",2015-12-01T00:00:00Z,2018-12-01T00:00:00Z,2018-06-11T00:00:00Z,TRUE,Randomized,Triple,OTHER,TRUE,NA,NA,NA,"University of California, San Francisco",NA,NA,2015,2015,2018
NCT02422485,2021-03-30,2015-04-09,NA,Interventional,Phase 1,10,Completed,"A 6 Month, Open-Label, Pilot Futility Clinical Trial of Oral Salsalate for Progressive Supranuclear Palsy",2015-04-01T00:00:00Z,2019-12-01T00:00:00Z,2019-12-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,NA,"University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2015,2015,2019
NCT02423720,2018-02-22,2015-04-17,NA,Interventional,Not Applicable,53,Completed,Mindfulness Meditation Intervention for Colorectal Cancer Patients and Caregivers,2015-04-28T00:00:00Z,2017-01-01T00:00:00Z,2016-05-03T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2015,2015,2017
NCT02424097,2020-04-08,2015-04-15,2018-10-29,Interventional,Phase 4,40,Completed,MI Varnish and MI Paste Plus in a Caries Prevention and Remineralization Study,2013-05-01T00:00:00Z,2016-10-01T00:00:00Z,2016-10-01T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2015,2013,2016
NCT02427685,2015-06-16,2015-04-20,NA,Observational,NA,27,Completed,Dysfunctional Hemoglobin CO-ox,2015-04-01T00:00:00Z,2015-05-01T00:00:00Z,2015-05-01T00:00:00Z,FALSE,NA,NA,INDUSTRY,FALSE,NA,"University of California, San Francisco",NA,NA,NA,NA,2015,2015,2015
NCT02428309,2019-10-22,2015-04-23,2019-10-03,Interventional,Phase 1,1,Terminated,Autologous Polyclonal Tregs for Lupus,2015-08-27T00:00:00Z,2018-10-03T00:00:00Z,2016-09-02T00:00:00Z,TRUE,Non-Randomized,None (Open Label),NIH,FALSE,NA,NA,"University of California, San Francisco",NA,NA,NA,2015,2015,2018
NCT02428361,2019-04-16,2015-04-17,NA,Interventional,Early Phase 1,19,Completed,Fecal Microbiota Transplant (FMT) for Pouchitis,2015-05-28T00:00:00Z,2019-03-04T00:00:00Z,2018-04-09T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,NA,NA,NA,NA,NA,"University of California, San Francisco",2015,2015,2019
NCT02429869,2019-10-29,2015-04-24,2019-05-17,Interventional,Phase 4,10,Completed,Impact of Everolimus on HIV Persistence Post Kidney or Liver Transplant,2016-02-24T00:00:00Z,2018-01-31T00:00:00Z,2018-01-31T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,NA,"University of California, San Francisco",2015,2016,2018
NCT02431507,2021-11-09,2015-04-23,NA,Interventional,Not Applicable,10,Recruiting,Magnetic Apnea Prevention(MAGNAP) Device to Treat Obstructive Sleep Apnea:First-In-Human Study of Feasibility and Safety,2015-09-01T00:00:00Z,2022-12-01T00:00:00Z,2021-12-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,NA,"University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2015,2015,2022
NCT02432001,2021-09-30,2015-04-28,NA,Observational,NA,256,Completed,Radiologically Guided Biopsies of mCRPC,2013-02-22T00:00:00Z,2020-01-01T00:00:00Z,2020-01-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2015,2013,2020
NCT02432209,2022-02-01,2015-03-16,2021-01-15,Interventional,Phase 3,379,Completed,Improving Reproductive Fitness Through Pretreatment With Lifestyle Modification in Obese Women With Unexplained Infertility,2015-08-01T00:00:00Z,2020-05-01T00:00:00Z,2019-11-30T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,TRUE,NA,NA,NA,"University of California, San Francisco",NA,NA,2015,2015,2020
NCT02434393,2020-11-02,2014-12-24,NA,Observational,NA,133,"Active, not recruiting",Characterizing Cognitive Decline in Late Life Depression: The ADNI Depression Project,2015-03-04T00:00:00Z,2022-01-01T00:00:00Z,2021-07-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,NA,NA,NA,"University of California, San Francisco",NA,NA,2014,2015,2022
NCT02435472,2021-08-17,2015-04-16,NA,Interventional,Not Applicable,169,Recruiting,Active Surveillance Exercise Clinical Trial,2016-06-21T00:00:00Z,2022-02-28T00:00:00Z,2022-02-28T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2015,2016,2022
NCT02436889,2019-03-28,2015-04-30,2019-03-05,Interventional,Phase 4,23,Completed,Treatment of Incontinence Without Memory Problems,2016-02-01T00:00:00Z,2018-07-01T00:00:00Z,2017-12-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2015,2016,2018
NCT02440360,2021-06-09,2015-05-05,NA,Interventional,Not Applicable,423,"Active, not recruiting",Pay For Success: Permanent Supportive Housing for the Chronically Homeless,2015-05-01T00:00:00Z,2021-07-01T00:00:00Z,2021-07-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2015,2015,2021
NCT02440789,2021-07-30,2015-04-06,2019-12-12,Interventional,Phase 1/Phase 2,32,Completed,Safety and Efficacy of Sirolimus for HIV Reservoir Reduction in Individuals on Suppressive Antiretroviral Therapy (ART),2015-12-21T00:00:00Z,2018-02-01T00:00:00Z,2017-11-02T00:00:00Z,TRUE,NA,None (Open Label),NETWORK,TRUE,NA,NA,"University of California, San Francisco",NA,NA,NA,2015,2015,2018
NCT02440815,2021-07-28,2015-05-06,NA,Interventional,Not Applicable,108,Completed,Multimodal MRI Characteristics of Psychotherapy Response in Late Life Depression,2015-11-01T00:00:00Z,2021-07-28T00:00:00Z,2021-07-28T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco",UCSF Department of Psychiatry,NA,NA,NA,NA,2015,2015,2021
NCT02442635,2019-11-12,2015-04-30,NA,Interventional,Not Applicable,73,Completed,Yoga During Chemotherapy Study,2015-05-01T00:00:00Z,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2015,2015,2019
NCT02447159,2017-05-02,2015-05-07,NA,Interventional,Not Applicable,554,Completed,"Evaluation of Conditional Cash Transfers to Increase Retention in PMTCT Services in Akwa Ibom State, Nigeria",2015-08-01T00:00:00Z,2017-04-01T00:00:00Z,2017-03-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2015,2015,2017
NCT02450201,2018-10-19,2015-05-18,NA,Interventional,Early Phase 1,5,Terminated,MRI With C13 Pilot Study Prostate Cancer,2016-10-12T00:00:00Z,2017-01-17T00:00:00Z,2017-01-17T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2015,2016,2017
NCT02451345,2020-07-21,2015-05-19,NA,Interventional,Not Applicable,58,Completed,Decision Support Tools for Men With Prostate Cancer- Clinical & Lifestyle Model,2015-03-25T00:00:00Z,2020-04-30T00:00:00Z,2017-06-30T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2015,2015,2020
NCT02451423,2020-03-27,2015-03-04,NA,Interventional,Phase 2,42,Recruiting,Neoadjuvant Atezolizumab in Localized Bladder Cancer,2016-06-28T00:00:00Z,2021-12-31T00:00:00Z,2020-12-31T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,NA,"University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2015,2016,2021
NCT02458235,2020-10-09,2015-01-05,2020-09-11,Interventional,Phase 2,17,Completed,Donor Lymphocyte Infusion With Azacitidine to Prevent Hematologic Malignancy Relapse After Stem Cell Transplantation,2015-06-02T00:00:00Z,2019-03-15T00:00:00Z,2019-03-15T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2015,2015,2019
NCT02460705,2018-06-19,2015-05-28,NA,Interventional,Early Phase 1,59,Completed,Fecal Microbiota Transplant for Inflammatory Bowel Disease,2015-06-01T00:00:00Z,2017-11-04T00:00:00Z,2016-12-20T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,NA,"University of California, San Francisco",2015,2015,2017
NCT02460731,2020-08-07,2015-05-19,NA,Interventional,Phase 1,6,Completed,Young Plasma Transfusions for Progressive Supranuclear Palsy,2015-05-01T00:00:00Z,2019-12-01T00:00:00Z,2017-12-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco Memory and Aging Center",NA,NA,NA,NA,2015,2015,2019
NCT02463838,2019-01-14,2015-05-27,NA,Interventional,Not Applicable,292,Completed,San Francisco Health Plan Care Support Trial,2015-05-01T00:00:00Z,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,NA,"University of California, San Francisco",2015,2015,2018
NCT02465138,2020-05-15,2015-03-25,NA,Interventional,Phase 4,450,Not yet recruiting,A Randomized Controlled Trial of IV Ketorolac to Prevent Post-ERCP Pancreatitis,2020-11-01T00:00:00Z,2022-07-01T00:00:00Z,2021-12-01T00:00:00Z,FALSE,Randomized,Double,OTHER,TRUE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2015,2020,2022
NCT02465983,2019-12-12,2015-05-28,NA,Interventional,Phase 1,4,Terminated,Pilot Study of Autologous T-cells in Patients With Metastatic Pancreatic Cancer,2015-05-01T00:00:00Z,2017-11-01T00:00:00Z,2017-09-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,NA,"University of California, San Francisco",NA,NA,NA,NA,2015,2015,2017
NCT02469259,2019-05-17,2015-06-09,NA,Interventional,Early Phase 1,88,Completed,The Effects of Oxytocin on Startle Hyperreactivity in Patients With AUD and PTSD,2016-02-01T00:00:00Z,2018-02-28T00:00:00Z,2018-02-28T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, San Francisco","University of California San Francisco, San Francisco Veterans Affairs Medical Center",NA,NA,NA,"University of California, San Francisco",2015,2016,2018
NCT02470741,2019-11-04,2015-06-04,2018-11-30,Interventional,Phase 4,12,Completed,Pilot of Letrozole for Uterine Myomas,2015-07-01T00:00:00Z,2017-12-01T00:00:00Z,2017-12-01T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2015,2015,2017
NCT02470754,2019-11-08,2015-04-30,2019-04-22,Interventional,Not Applicable,38,Completed,Clinical Pharmacology of Electronic Cigarettes,2015-07-23T00:00:00Z,2018-02-02T00:00:00Z,2018-02-02T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,TRUE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2015,2015,2018
NCT02470936,2019-02-20,2015-06-10,NA,Interventional,Not Applicable,76,Completed,Web-based Lifestyle Trial Among Men With Prostate Cancer: Prostate 8,2015-06-01T00:00:00Z,2018-03-01T00:00:00Z,2017-06-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2015,2015,2018
NCT02471872,2018-12-11,2015-06-05,NA,Interventional,Not Applicable,600,Unknown status,Behavioral Research of Environment and Air Pollution Through Education,2015-02-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,NA,"University of California, San Francisco",2015,2015,2020
NCT02474992,2019-08-07,2015-06-16,NA,Interventional,Not Applicable,304,Completed,The Kanyakla Study: a Microclinic Social Network Intervention for Promoting Engagement and Retention in HIV Care,2016-01-01T00:00:00Z,2019-06-01T00:00:00Z,2019-06-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2015,2016,2019
