nct_id,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,ucsf_principal_investigator,ucsf_study_chair,ucsf_study_director,ucsf_unspecified_official,registration_year,start_year,completion_year,primary_completion_year
NCT01888835,2018-03-09,2013-06-25,NA,Interventional,Phase 2,120,Completed,Mirtazapine for the Treatment of Methamphetamine Dependence Among MSM (M2.0),2013-08-01T00:00:00Z,2017-10-01T00:00:00Z,2017-10-01T00:00:00Z,FALSE,Randomized,Triple,OTHER_GOV,FALSE,"University of California, San Francisco",NA,NA,NA,2013,2013,2017,2017
NCT01893996,2021-04-07,2013-07-02,NA,Interventional,Phase 4,63,Completed,Study of Adalimumab to Lower Cardiovascular Risk in RA Patients With Well Controlled Joint Disease,2013-07-01T00:00:00Z,2017-07-01T00:00:00Z,2017-07-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2013,2013,2017,2017
NCT01895959,2020-10-26,2013-07-05,2020-10-26,Interventional,Phase 4,12,Completed,To Look at the Characteristics of Synovial Fluid and Cartilage Matrix in Osteoarthritic Knee After Hyaluronic Acid Injection,2013-08-01T00:00:00Z,2017-01-01T00:00:00Z,2016-11-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2013,2013,2017,2016
NCT01904890,2015-12-29,2013-07-10,NA,Interventional,Not Applicable,994,Completed,AANCART Research Project on Lay Health Workers and Asian Americans,2012-03-01T00:00:00Z,2015-08-01T00:00:00Z,2015-08-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,2013,2012,2015,2015
NCT01907945,2014-07-30,2013-07-22,NA,Interventional,Not Applicable,150,Completed,Healthy Networks Water Treatment Study,2012-10-01T00:00:00Z,2014-04-01T00:00:00Z,2014-04-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2013,2012,2014,2014
NCT01913340,2020-06-26,2013-07-29,2017-05-23,Interventional,Phase 1/Phase 2,50,Completed,Neonatal Erythropoietin And Therapeutic Hypothermia Outcomes in Newborn Brain Injury (NEATO),2013-09-01T00:00:00Z,2016-09-01T00:00:00Z,2016-01-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,2013,2013,2016,2016
NCT01917994,2017-02-06,2013-08-01,NA,Interventional,Not Applicable,230,Completed,Text Messaging Intervention to Improve Retention in Care and Virologic Suppression in an Urban HIV-Infected Population,2013-08-01T00:00:00Z,2016-12-01T00:00:00Z,2016-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2013,2013,2016,2016
NCT01919736,2019-11-14,2013-07-29,NA,Interventional,Not Applicable,30,Completed,Loaded and Unloaded Magnetic Resonance (MR) Imaging of Meniscus-Cartilage-Trabecular Bone in Osteoarthritis,2013-09-01T00:00:00Z,2016-12-01T00:00:00Z,2016-12-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"UCSF, Department of Radiology and Biomedical Imaging",NA,NA,NA,2013,2013,2016,2016
NCT01930435,2017-07-11,2013-08-20,2015-12-01,Interventional,Not Applicable,20,Completed,Study of Personalized Sterile Humidification Device for Mucositis in Head and Neck Cancer Patients,2013-07-01T00:00:00Z,2014-08-01T00:00:00Z,2014-08-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2013,2013,2014,2014
NCT01931553,2015-05-14,2013-08-16,NA,Interventional,Not Applicable,1200,Completed,A Pragmatic Cluster Randomized Controlled Trial to Standardize Attending Morning Rounds in Medicine,2013-09-01T00:00:00Z,2014-12-01T00:00:00Z,2014-02-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2013,2013,2014,2014
NCT01938807,2020-01-22,2013-09-05,NA,Interventional,Not Applicable,43,Completed,Audio Health Engagement Analysis in Diabetes: The AHEAD Study,2013-10-01T00:00:00Z,2015-09-29T00:00:00Z,2015-09-29T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,2013,2013,2015,2015
NCT01939704,2019-12-16,2013-09-06,NA,Interventional,Not Applicable,1809,Completed,Community to Clinic Linkage Program at SFGH,2013-10-01T00:00:00Z,2019-10-01T00:00:00Z,2015-09-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2013,2013,2019,2015
NCT01941927,2020-01-31,2013-08-30,2018-02-28,Interventional,Phase 2,20,Completed,Trametinib With GSK2141795 in BRAF Wild-type Melanoma,2013-09-10T00:00:00Z,2017-05-03T00:00:00Z,2014-10-14T00:00:00Z,TRUE,NA,None (Open Label),OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,2013,2013,2017,2014
NCT01958320,2018-11-28,2013-10-04,2018-10-09,Interventional,Phase 2,202,Completed,Early Treatment Versus Delayed Conservative Treatment of the Patent Ductus Arteriosus,2013-12-01T00:00:00Z,2017-06-01T00:00:00Z,2017-06-01T00:00:00Z,TRUE,Randomized,Single,OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,2013,2013,2017,2017
NCT01959126,2021-01-22,2013-07-10,NA,Interventional,Not Applicable,70,Completed,Health Enhancement And Resilience Training,2013-05-01T00:00:00Z,2015-11-01T00:00:00Z,2015-11-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2013,2013,2015,2015
NCT01964820,2017-12-29,2013-10-10,NA,Interventional,Not Applicable,95,Completed,Online Positive Emotion Skills Intervention for Symptoms of Depression,2014-07-01T00:00:00Z,2016-08-01T00:00:00Z,2016-06-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2013,2014,2016,2016
NCT01965743,2014-09-09,2013-10-15,NA,Interventional,Not Applicable,53,Completed,Pilot of Social Network Intrauterine Contraceptive (IUC) Intervention,2014-04-01T00:00:00Z,2014-08-01T00:00:00Z,2014-08-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2013,2014,2014,2014
NCT01967992,2015-10-12,2013-10-18,NA,Interventional,Phase 2,25,Completed,Examining the Effects of Diet on Health With an Online Program,2013-10-01T00:00:00Z,2015-06-01T00:00:00Z,2015-06-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2013,2013,2015,2015
NCT01979874,2019-07-18,2013-11-01,NA,Interventional,Phase 2,26,Completed,The Effects of Omega-3 Fatty Acids on Peripheral Arterial Disease II,2014-02-01T00:00:00Z,2017-09-01T00:00:00Z,2017-09-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,FALSE,UCSF & SFVAMC,NA,NA,NA,2013,2014,2017,2017
NCT01982968,2021-09-27,2013-11-06,2018-12-07,Interventional,Not Applicable,58,Completed,Treatment of IPF With Laparoscopic Anti-Reflux Surgery,2013-12-01T00:00:00Z,2017-11-01T00:00:00Z,2017-11-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,2013,2013,2017,2017
NCT01983384,2019-12-16,2013-10-29,NA,Interventional,Not Applicable,205,Completed,Anesthetic Depth and Postoperative Delirium Trial - 2,2015-07-01T00:00:00Z,2017-10-01T00:00:00Z,2017-10-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2013,2015,2017,2017
NCT01988194,2020-06-04,2013-11-05,NA,Interventional,Not Applicable,238,Completed,Pragmatic Research eXamining Inpatient Symptoms,2013-11-01T00:00:00Z,2015-12-01T00:00:00Z,2014-12-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2013,2013,2015,2014
NCT01988714,2019-04-03,2013-11-13,NA,Interventional,Not Applicable,112,Completed,Cognitive Remediation of Schizophrenia in a Community Mental Health Setting,2009-09-01T00:00:00Z,2016-09-26T00:00:00Z,2016-09-26T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2013,2009,2016,2016
NCT01990235,2018-10-15,2013-11-04,NA,Interventional,Not Applicable,541,Completed,Improving Advance Care Planning by Preparing Diverse Seniors for Decision Making,2013-01-01T00:00:00Z,2017-11-01T00:00:00Z,2017-11-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2013,2013,2017,2017
NCT01997008,2020-04-30,2013-11-21,NA,Interventional,Not Applicable,22,Completed,Optimizing Resilience and Coping in HIV Via Internet Delivery,2014-05-01T00:00:00Z,2015-02-01T00:00:00Z,2015-02-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2013,2014,2015,2015
NCT02007707,2019-08-05,2013-11-25,NA,Interventional,Not Applicable,214,Completed,A Family-Based Approach To Reduce Smoking in Vietnamese Men,2014-04-01T00:00:00Z,2018-10-01T00:00:00Z,2016-08-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,2013,2014,2018,2016
NCT02023918,2017-04-20,2013-12-24,2016-11-09,Interventional,Phase 2,6,Completed,Role of Growth Hormone Antagonism in Modulating Insulin Sensitivity in Subjects With Pre-diabetes,2014-01-01T00:00:00Z,2015-12-01T00:00:00Z,2015-08-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2013,2014,2015,2015
NCT02026544,2021-04-20,2013-12-19,NA,Interventional,Not Applicable,10,Completed,Effect of Low Frequency Ultrasound on Kidney Function,2014-01-28T00:00:00Z,2014-10-06T00:00:00Z,2014-10-06T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,FALSE,"University of California, San Francisco",NA,NA,NA,2013,2014,2014,2014
NCT02028533,2019-05-17,2014-01-03,NA,Interventional,Phase 1,30,Completed,Cocaine Opioid Oxytocin Option - Limited,2014-07-01T00:00:00Z,2014-12-01T00:00:00Z,2014-12-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, San Francisco",NA,"University of California, San Francisco",NA,2014,2014,2014,2014
NCT02040298,2021-09-22,2014-01-10,2018-05-21,Interventional,Phase 2,50,Completed,Assessment of Clemastine Fumarate as a Remyelinating Agent in Multiple Sclerosis,2014-01-01T00:00:00Z,2016-04-01T00:00:00Z,2015-09-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2014,2016,2015
NCT02040805,2020-02-04,2014-01-16,2017-06-09,Interventional,Not Applicable,323,Completed,Comparison of Treatment for Hoarding Disorder,2014-02-01T00:00:00Z,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,TRUE,Randomized,Single,OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,2014,2014,2016,2016
NCT02059382,2014-07-29,2013-12-24,NA,Interventional,Not Applicable,40,Completed,EXercise Continuation Incorporating Technology Enhancements (EXCITE) Study,2013-08-01T00:00:00Z,2014-06-01T00:00:00Z,2014-06-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2013,2013,2014,2014
NCT02072941,2019-04-22,2014-02-24,2018-04-02,Interventional,Not Applicable,445,Completed,Preparing Spanish-speaking Older Adults for Advance Care Planning and Medical Decision Making (PREPARE),2014-09-01T00:00:00Z,2017-03-01T00:00:00Z,2017-03-01T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2014,2017,2017
NCT02078713,2018-04-30,2014-02-25,2017-07-07,Interventional,Not Applicable,786,Completed,Patient-Centered Support for Contraceptive Decision-Making,2014-10-01T00:00:00Z,2016-10-01T00:00:00Z,2016-10-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,2014,2014,2016,2016
NCT02078739,2015-01-26,2014-02-24,NA,Interventional,Not Applicable,14,Completed,Tele-yoga Program in COPD and Heart Failure,2013-06-01T00:00:00Z,2014-12-01T00:00:00Z,2014-12-01T00:00:00Z,FALSE,Non-Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2013,2014,2014
NCT02083744,2020-02-13,2014-02-25,NA,Interventional,Not Applicable,42,Completed,Project Fluido: Fluid Watchers,2013-06-01T00:00:00Z,2014-12-22T00:00:00Z,2014-12-22T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2013,2014,2014
NCT02094664,2018-01-05,2014-03-18,2017-07-30,Interventional,Not Applicable,32,Completed,Heated Humidified Oxygen Compared to Dry Oxygen Therapy in Children With Bronchiolitis,2014-01-01T00:00:00Z,2015-06-01T00:00:00Z,2015-06-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,UCSF Benioff Children's Hospital Oakland,NA,NA,NA,2014,2014,2015,2015
NCT02094768,2017-10-31,2014-03-20,NA,Interventional,Not Applicable,30,Completed,Soda and Milk Study,2014-04-01T00:00:00Z,2017-05-01T00:00:00Z,2016-09-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,UCSF Benioff Children's Hospital Oakland,NA,NA,NA,2014,2014,2017,2016
NCT02096757,2020-09-16,2014-03-22,NA,Interventional,Not Applicable,8,Completed,The Use of Fish Oil to Reduce Inflammation Caused by a Peripheral Vascular Intervention,2014-06-01T00:00:00Z,2017-03-01T00:00:00Z,2017-03-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,FALSE,UCSF & SFVAMC,NA,NA,NA,2014,2014,2017,2017
NCT02097641,2019-03-18,2014-03-19,2019-01-15,Interventional,Phase 2,60,Completed,Human Mesenchymal Stromal Cells For Acute Respiratory Distress Syndrome (START),2014-03-15T00:00:00Z,2018-02-09T00:00:00Z,2017-03-09T00:00:00Z,TRUE,Randomized,Triple,OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,2014,2014,2018,2017
NCT02104466,2017-05-30,2014-03-27,NA,Interventional,Not Applicable,40,Completed,Group Acupuncture Treatment Effects for Painful Diabetic Neuropathy (GATE-PDN),2015-03-01T00:00:00Z,2016-03-01T00:00:00Z,2015-12-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2015,2016,2015
NCT02105779,2019-04-03,2014-03-11,NA,Interventional,Not Applicable,172,Completed,Optimizing Cognitive Remediation Outcomes in Schizophrenia,2009-12-01T00:00:00Z,2016-07-26T00:00:00Z,2016-05-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2009,2016,2016
NCT02106702,2015-06-15,2014-04-01,NA,Interventional,Not Applicable,271,Completed,The Navigator Project,2010-02-01T00:00:00Z,2014-06-01T00:00:00Z,2014-06-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2010,2014,2014
NCT02106767,2020-01-21,2014-04-03,NA,Interventional,Phase 1,16,Completed,The Effects of Rifampin on the Pharmacokinetics of Rosuvastatin,2014-11-01T00:00:00Z,2016-08-07T00:00:00Z,2016-08-07T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2014,2016,2016
NCT02109601,2020-02-05,2014-04-03,NA,Interventional,Not Applicable,98,Completed,Patient-Centered Tablets: Applications for Inpatient Admissions,2013-11-01T00:00:00Z,2015-02-01T00:00:00Z,2014-11-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2013,2015,2014
NCT02124252,2019-04-09,2014-04-24,NA,Interventional,Not Applicable,7200,Completed,Community-Driven Cervical Cancer Prevention in Western Kenya,2016-01-01T00:00:00Z,2019-03-01T00:00:00Z,2016-10-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2016,2019,2016
NCT02126007,2016-06-01,2014-04-25,NA,Interventional,Not Applicable,53,Completed,Fatigue Management in HIV,2014-10-01T00:00:00Z,2015-12-01T00:00:00Z,2015-09-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2014,2015,2015
NCT02139462,2017-10-03,2014-05-12,NA,Interventional,Not Applicable,47,Completed,Optimizing Fidelity to Family-Based Treatment for Adolescent Anorexia Nervosa,2015-05-01T00:00:00Z,2017-09-01T00:00:00Z,2017-09-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2015,2017,2017
NCT02139722,2020-07-17,2014-05-06,NA,Interventional,Not Applicable,431,Completed,Patient-Centered Care and Asian Americans,2014-01-02T00:00:00Z,2017-07-30T00:00:00Z,2017-05-28T00:00:00Z,FALSE,Randomized,Double,OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,2014,2014,2017,2017
NCT02141828,2020-05-07,2014-05-11,NA,Interventional,Phase 1,18,Completed,A Phase 1 Dose Escalation and Expanded Cohort Study of EPZ-5676 in the Treatment of Pediatric Patients With Relapsed/Refractory Leukemias Bearing a Rearrangement of the MLL Gene,2014-05-01T00:00:00Z,2016-06-01T00:00:00Z,2016-05-01T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,TRUE,"University of California, San Francisco",NA,NA,NA,2014,2014,2016,2016
NCT02147301,2019-08-21,2014-05-19,2019-04-03,Interventional,Not Applicable,17,Terminated,TACE Using Doxorubicin-eluting Beads for Patients With HCC and Marginal Hepatic Reserve,2014-12-17T00:00:00Z,2017-04-05T00:00:00Z,2017-01-27T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2014,2017,2017
NCT02177773,2019-10-21,2014-06-25,2019-09-26,Interventional,Phase 1/Phase 2,300,Terminated,GA-68 DOTA-TOC of Somatostatin Positive Malignancies,2014-06-23T00:00:00Z,2017-08-07T00:00:00Z,2017-08-07T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2014,2017,2017
NCT02181881,2014-10-21,2014-07-02,NA,Interventional,Not Applicable,60,Completed,DuoPACT Pilot Intervention,2014-05-01T00:00:00Z,2014-09-01T00:00:00Z,2014-09-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2014,2014,2014
NCT02183909,2017-11-17,2014-05-06,NA,Interventional,Not Applicable,380,Completed,Connecting Resources for Urban Sexual Health,2013-05-01T00:00:00Z,2017-08-01T00:00:00Z,2017-03-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,UCSF Center for AIDS Prevention,NA,NA,NA,2014,2013,2017,2017
NCT02188875,2019-10-02,2014-07-10,NA,Interventional,Not Applicable,67,Completed,Fitbit One and Text Messaging Prompts to Promote Physical Activity in Overweight/Obese Adults,2013-01-01T00:00:00Z,2014-01-01T00:00:00Z,2014-01-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2013,2014,2014
NCT02202031,2019-07-17,2014-07-24,2019-05-31,Interventional,Not Applicable,161,Completed,Controlling Urgency Through Relaxation Exercises,2014-09-01T00:00:00Z,2018-03-01T00:00:00Z,2017-12-01T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2014,2018,2017
NCT02207036,2017-05-05,2014-05-13,NA,Interventional,Not Applicable,501,Completed,Tobacco Status Project: Social Media Intervention for Young Adult Smokers,2014-10-01T00:00:00Z,2016-11-01T00:00:00Z,2016-11-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2014,2016,2016
NCT02215161,2018-05-29,2014-07-30,2018-04-26,Interventional,Phase 2,14,Terminated,Selinexor in Treating Patients With Abiraterone Acetate and/or Enzalutamide Refractory Metastatic Castration-Resistant Prostate Cancer,2014-09-02T00:00:00Z,2018-04-02T00:00:00Z,2017-02-15T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2014,2018,2017
NCT02221167,2018-03-14,2014-08-18,NA,Interventional,Not Applicable,60,Completed,Rx Milk Study of Donor Milk Supplementation to Improve Breastfeeding Outcomes,2014-07-01T00:00:00Z,2016-09-01T00:00:00Z,2016-07-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,NA,NA,"University of California, San Francisco",NA,2014,2014,2016,2016
NCT02230566,2020-07-16,2014-08-22,2017-11-29,Interventional,Phase 3,12,Completed,A Phase 3 Study of UX003 Recombinant Human Betaglucuronidase (rhGUS) Enzyme Replacement Therapy in Patients With Mucopolysaccharidosis Type 7 (MPS 7),2014-12-01T00:00:00Z,2016-05-01T00:00:00Z,2016-05-01T00:00:00Z,TRUE,Randomized,Quadruple,INDUSTRY,TRUE,UCSF Benioff Children's Hospital Oakland,NA,NA,NA,2014,2014,2016,2016
NCT02233582,2021-04-02,2014-09-03,NA,Interventional,Phase 1,20,Completed,Effects of Non-steroidal Anti-inflammatory Drugs (NSAIDS) on Acclimatization to High Altitude,2014-09-01T00:00:00Z,2017-06-01T00:00:00Z,2016-10-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,2014,2014,2017,2016
NCT02234284,2019-03-08,2014-08-12,2018-02-20,Interventional,Not Applicable,192,Completed,Aides in Respiration Health Coaching for COPD,2014-11-12T00:00:00Z,2017-05-04T00:00:00Z,2017-05-04T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2014,2017,2017
NCT02241226,2015-12-14,2014-09-09,NA,Interventional,Not Applicable,115,Completed,Self-Directed Biological Transformation Initiative,2014-09-01T00:00:00Z,2015-02-01T00:00:00Z,2015-02-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2014,2015,2015
NCT02242890,2015-09-15,2014-09-15,NA,Interventional,Not Applicable,40,Completed,Pilot #2 of Social Network Intrauterine Contraceptive (IUC) Intervention,2015-02-01T00:00:00Z,2015-07-01T00:00:00Z,2015-07-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2015,2015,2015
NCT02244801,2018-10-10,2014-09-11,NA,Interventional,Phase 1,6,Completed,Donor-Alloantigen-Reactive Regulatory T Cell (darTreg) Therapy in Renal Transplantation (The ONE Study ),2015-04-01T00:00:00Z,2018-08-28T00:00:00Z,2017-09-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2015,2018,2017
NCT02256592,2017-05-02,2014-10-01,NA,Interventional,Phase 1,18,Completed,Fecal Microbiota Transplantation in HIV,2014-10-01T00:00:00Z,2017-03-01T00:00:00Z,2017-03-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2014,2017,2017
NCT02257203,2016-09-16,2014-09-24,NA,Interventional,Not Applicable,82,Completed,Primary Care Beverage Study,2014-10-01T00:00:00Z,2015-12-01T00:00:00Z,2015-12-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2014,2015,2015
NCT02261740,2016-09-30,2014-10-01,NA,Interventional,Not Applicable,16,Completed,Program to Overcome Pelvic Pain With Yoga,2014-10-01T00:00:00Z,2016-06-01T00:00:00Z,2016-03-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2014,2016,2016
NCT02278939,2018-08-31,2014-10-28,2018-04-30,Interventional,Not Applicable,67,Completed,Fit and Trim for Diabetes Prevention,2014-11-01T00:00:00Z,2017-02-28T00:00:00Z,2016-07-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2014,2017,2016
NCT02279043,2019-03-11,2014-10-27,2018-11-15,Interventional,Not Applicable,630,Completed,Online Peer Influence on IUD Behaviors and Attitudes,2015-10-01T00:00:00Z,2016-07-01T00:00:00Z,2016-07-01T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2015,2016,2016
NCT02282293,2019-02-11,2014-10-30,2018-09-19,Interventional,Phase 3,200,Completed,Reducing the Burden of Malaria in HIV-Infected Pregnant Women and Their HIV-Exposed Children (PROMOTE-BC2),2014-12-09T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2014,2016,2016
NCT02290184,2019-04-03,2014-11-08,2017-05-22,Interventional,Not Applicable,45,Completed,PilAm Go4Health Weight Loss Program to Prevent Heart Disease,2014-11-01T00:00:00Z,2017-08-01T00:00:00Z,2016-06-01T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2014,2017,2016
NCT02294981,2020-06-08,2014-11-14,2019-04-01,Interventional,Not Applicable,4,Terminated,Excimer Laser Phototherapy Outcomes in the Treatment of Psoriasis,2016-01-01T00:00:00Z,2017-09-01T00:00:00Z,2017-09-01T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2016,2017,2017
NCT02313181,2018-05-01,2014-12-05,NA,Interventional,Not Applicable,328,Completed,Early Limited Formula for Treating Lactation Concerns,2015-01-07T00:00:00Z,2017-10-01T00:00:00Z,2017-03-30T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,2014,2015,2017,2017
NCT02315690,2021-08-30,2014-12-08,NA,Interventional,Phase 3,4000,Completed,Evaluation of Reactive Focal Mass Drug Administration for Malaria Elimination in Swaziland,2015-09-01T00:00:00Z,2017-07-01T00:00:00Z,2017-07-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"UTSW, UCSF",NA,NA,NA,2014,2015,2017,2017
NCT02317276,2019-01-15,2014-12-03,2018-11-26,Interventional,Phase 4,11,Terminated,A Study to Determine Serum and Skin Biopsy Biomarkers in Patients Receiving Topical Corticosteroid (TCS) and Following TCS Withdrawal,2014-12-01T00:00:00Z,2017-04-06T00:00:00Z,2017-04-06T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2014,2017,2017
NCT02323893,2018-05-14,2014-12-16,NA,Interventional,Phase 1,6,Completed,"Study of Kinetics, Dosimetry & Safety of [18F]F-AraG, a Positron Emission Tomography Imaging Tracer in Healthy Humans",2015-02-01T00:00:00Z,2017-12-31T00:00:00Z,2017-12-31T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2015,2017,2017
